"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"RP11-537A6.9"	0.698248	6.710904	29.35541	6.0248e-08	4.598667e-07
"DICER1-AS1"	0.6063954	5.921092	29.35343	6.030952e-08	4.600486e-07
"ALG1L10P"	-1.637361	3.073662	29.34997	6.041757e-08	4.605849e-07
"RP11-202G11.2"	0.4875368	6.562635	29.34258	6.064845e-08	4.620564e-07
"MYBPC1"	0.6892452	3.085607	29.32828	6.109757e-08	4.651876e-07
"RNU6-70P"	0.6593322	4.010237	29.30108	6.196109e-08	4.712465e-07
"MIR4762"	0.7341751	3.548306	29.30079	6.197056e-08	4.712465e-07
"SORD"	-0.6725678	6.701811	29.283	6.254189e-08	4.75295e-07
"AP000867.1"	-0.7526918	4.450155	29.28067	6.261736e-08	4.754602e-07
"MED12"	0.924749	2.599332	29.27992	6.264154e-08	4.754602e-07
"RP11-1021N1.1"	-0.5692429	5.317274	29.27605	6.276672e-08	4.761143e-07
"ID1"	-0.4783064	8.088222	29.23357	6.415804e-08	4.863658e-07
"RN7SL385P"	-0.6296549	5.919813	29.22757	6.435682e-08	4.875698e-07
"SMARCD2"	-0.5890006	5.087565	29.21196	6.487759e-08	4.912103e-07
"C14orf182"	-0.6667189	7.732785	29.17093	6.626587e-08	5.014104e-07
"ZGLP1"	-0.7964254	4.333567	29.15655	6.675954e-08	5.048328e-07
"RP11-362K14.7"	0.4265694	8.291658	29.15506	6.681086e-08	5.049081e-07
"RP11-348H3.4"	-1.11542	2.521833	29.14923	6.701231e-08	5.061171e-07
"SUZ12"	-0.6705335	4.358701	29.05697	7.028094e-08	5.304755e-07
"WI2-81516E3.1"	-0.635548	5.329206	29.05293	7.042762e-08	5.312541e-07
"RP11-534I8.1"	-0.5965736	9.568511	29.05132	7.04859e-08	5.313653e-07
"KCNQ5-IT1"	0.762368	1.933123	29.04196	7.082727e-08	5.336091e-07
"RP11-783K16.10"	0.6134594	5.353241	29.03927	7.092568e-08	5.340209e-07
"AL589642.1"	-1.692806	3.343636	29.03606	7.104365e-08	5.345794e-07
"RP11-253E3.3"	-0.6997359	2.570259	29.02091	7.16013e-08	5.384435e-07
"CTD-2245F17.6"	0.5983619	6.538469	29.01699	7.174614e-08	5.391992e-07
"MMP28"	0.6368618	4.483178	29.01581	7.179015e-08	5.391992e-07
"WNT10B"	-0.5606191	5.100137	29.01296	7.189569e-08	5.394363e-07
"RNA5-8SP3"	0.417524	7.435475	29.01257	7.19101e-08	5.394363e-07
"AP000350.7"	-0.8309927	4.027625	28.99921	7.240787e-08	5.428366e-07
"RP11-1141N12.1"	0.4726573	5.979542	28.99681	7.249763e-08	5.431759e-07
"RP3-342P20.2"	0.6192339	2.718313	28.97522	7.331026e-08	5.489274e-07
"RP13-928P6.3"	-0.6337781	4.442269	28.95329	7.414475e-08	5.548355e-07
"LINC00312"	0.9119749	2.076416	28.94162	7.459288e-08	5.578469e-07
"RNU6-659P"	0.5780068	5.604168	28.93885	7.469957e-08	5.583027e-07
"TESK1"	0.6557396	3.48124	28.93651	7.47899e-08	5.586357e-07
"CTD-2520I13.1"	-0.5475409	10.2182	28.92403	7.527333e-08	5.619027e-07
"SLC45A3"	-0.80392	4.489054	28.89039	7.659185e-08	5.713958e-07
"MIR3148"	-0.9489635	5.918631	28.88624	7.675631e-08	5.722729e-07
"GPR97"	0.5139866	6.167929	28.85943	7.782622e-08	5.798956e-07
"MTND6P21"	-0.6556857	5.858627	28.85409	7.80409e-08	5.811405e-07
"RP11-23D5.1"	-0.5167817	6.936024	28.85059	7.818223e-08	5.818379e-07
"CTC-420A11.2"	-0.7152976	4.112417	28.84593	7.837053e-08	5.828838e-07
"PPP1R2"	0.6856926	4.695059	28.84296	7.849075e-08	5.834224e-07
"DHFRP1"	-0.4931709	8.649511	28.83392	7.885779e-08	5.857939e-07
"RP13-137A17.6"	0.5665644	5.90261	28.81074	7.98074e-08	5.921859e-07
"AC005262.3"	0.5062526	5.356099	28.81055	7.981531e-08	5.921859e-07
"RP11-731J8.1"	0.6359523	5.975527	28.78876	8.071841e-08	5.985226e-07
"AL353898.1"	0.7624747	3.886474	28.77782	8.117534e-08	6.015452e-07
"AC073321.3"	0.5593579	5.40926	28.77439	8.131946e-08	6.022476e-07
"MIR516B2"	0.6665605	7.003097	28.72678	8.334315e-08	6.168606e-07
"CYP2R1"	0.4816827	6.534506	28.71969	8.364874e-08	6.187472e-07
"MTND4P20"	0.9587293	5.195674	28.71067	8.403944e-08	6.212606e-07
"SI"	-0.6982294	6.132944	28.69579	8.468746e-08	6.254119e-07
"SYT12"	0.6769011	3.541085	28.69543	8.470347e-08	6.254119e-07
"AL353583.1"	0.6645872	4.48056	28.68112	8.533176e-08	6.2967e-07
"TBC1D10A"	0.476952	6.193696	28.67083	8.578621e-08	6.326409e-07
"RNU6-148P"	-0.6357136	4.681708	28.65778	8.636614e-08	6.365331e-07
"ATP5LP2"	0.6701953	3.739708	28.6492	8.674975e-08	6.389744e-07
"UBQLN2"	-0.703433	5.427747	28.63826	8.724127e-08	6.422073e-07
"CTD-2517M22.17"	-0.5427309	4.997011	28.60586	8.871339e-08	6.526503e-07
"GS1-542M4.3"	-0.6322434	6.008972	28.5982	8.90651e-08	6.545569e-07
"RP11-148B6.2"	0.6094146	7.464287	28.59788	8.90798e-08	6.545569e-07
"RNU6-46P"	-0.9119577	4.261308	28.58127	8.984688e-08	6.597961e-07
"MIR3945"	0.4278774	7.35499	28.56888	9.042361e-08	6.636321e-07
"CTD-3220F14.2"	-0.7002011	6.018988	28.56517	9.059725e-08	6.645069e-07
"AP001372.2"	0.7168301	2.651573	28.5254	9.247756e-08	6.778911e-07
"SBF1"	-0.7737599	2.680243	28.50786	9.331895e-08	6.836482e-07
"RP11-778J15.1"	0.7074116	3.774614	28.5014	9.363059e-08	6.855197e-07
"EPHB1"	-0.6049046	6.488476	28.4843	9.446154e-08	6.911889e-07
"DEFB108B"	0.5776893	4.305446	28.48187	9.458019e-08	6.915387e-07
"P4HB"	-0.5464915	6.958515	28.481	9.462266e-08	6.915387e-07
"NHLH2"	0.5306947	5.708357	28.4614	9.558539e-08	6.981566e-07
"RP11-27I1.6"	-1.389562	1.185074	28.45306	9.599802e-08	7.007511e-07
"CEP72"	0.5811369	5.313754	28.44504	9.639654e-08	7.032396e-07
"TBC1D23"	0.5709617	6.577435	28.4228	9.751028e-08	7.109397e-07
"MIR4455"	-0.9159782	1.614757	28.41829	9.77378e-08	7.119695e-07
"CTB-1144G6.5"	0.6552451	3.778383	28.41768	9.77682e-08	7.119695e-07
"TGM1"	0.8988516	8.132672	28.41274	9.801819e-08	7.133644e-07
"NOL5BP"	0.5899568	8.023896	28.41126	9.809332e-08	7.134857e-07
"ZNRF2P3"	0.5597763	5.772447	28.40208	9.855959e-08	7.164501e-07
"RP11-167H9.1"	-0.7754167	6.2923	28.3976	9.878758e-08	7.1768e-07
"CTD-2521M24.8"	-0.7631759	2.803743	28.38123	9.962658e-08	7.233447e-07
"HMGXB4"	-0.5015806	8.922341	28.37498	9.99489e-08	7.252535e-07
"MFSD2B"	0.6794676	4.260692	28.34211	1.016604e-07	7.37234e-07
"SNORD118"	-0.7101356	3.937378	28.30649	1.035484e-07	7.504796e-07
"AC012513.6"	0.5767921	5.642903	28.29515	1.041568e-07	7.544415e-07
"RP11-813N20.3"	0.4314995	7.119394	28.29378	1.042305e-07	7.545277e-07
"CTC-295J13.3"	-0.4899175	5.527146	28.27809	1.050784e-07	7.59872e-07
"TERF1P4"	0.7248933	2.697848	28.27782	1.050933e-07	7.59872e-07
"TMEM198B"	-1.028529	1.365836	28.24622	1.068228e-07	7.718887e-07
"RP11-345J4.3"	-0.5683739	7.2277	28.24516	1.068818e-07	7.718887e-07
"C4orf51"	-0.653072	4.24581	28.22677	1.079019e-07	7.787955e-07
"AC007881.1"	0.5183816	5.904282	28.21458	1.085834e-07	7.831187e-07
"CTD-2522E6.4"	-0.8271912	4.774092	28.21377	1.086292e-07	7.831187e-07
"AC099552.3"	-0.6812151	4.078554	28.21226	1.087135e-07	7.832638e-07
"MTND1P26"	0.8448648	2.515428	28.19152	1.09885e-07	7.912368e-07
"RP11-981G7.1"	0.5459347	8.019298	28.18965	1.099913e-07	7.915351e-07
"GSTM1"	-0.5842508	5.81899	28.18538	1.102343e-07	7.928165e-07
"AC144836.1"	-0.5346886	5.116044	28.17467	1.108458e-07	7.967448e-07
"GIT1"	-0.5622655	5.875702	28.15367	1.120548e-07	8.049614e-07
"NAV2-AS4"	-0.5680216	6.898738	28.099	1.152652e-07	8.275366e-07
"RP4-756H11.3"	0.6124667	5.524263	28.07566	1.166642e-07	8.370877e-07
"RP13-297E16.5"	-1.065656	1.573599	28.04745	1.183771e-07	8.488794e-07
"NECAB2"	0.8631913	3.559001	28.04611	1.184589e-07	8.489671e-07
"GAGE2D"	-0.6376641	7.483254	28.04194	1.187144e-07	8.502987e-07
"DSCR9"	0.5008626	5.631033	28.02946	1.194827e-07	8.553e-07
"RN7SL345P"	0.4964068	5.851821	28.01767	1.202129e-07	8.600222e-07
"CTD-2207L17.1"	-0.6874754	10.55747	28.01068	1.206477e-07	8.626278e-07
"RP11-34P13.14"	-0.5742869	4.892045	28.00766	1.208361e-07	8.634687e-07
"RP11-388G22.1"	0.8077788	3.759021	28.00391	1.210703e-07	8.64636e-07
"NPM1P2"	0.8700506	1.788662	27.99887	1.213864e-07	8.663867e-07
"ANKRD23"	-0.6967977	6.523976	27.98741	1.221076e-07	8.710247e-07
"LINC00304"	0.8015598	3.412754	27.9668	1.234148e-07	8.798352e-07
"RP11-463M16.5"	0.7428334	4.496754	27.96534	1.235082e-07	8.799872e-07
"RPS6"	-0.6216887	5.026462	27.96182	1.237329e-07	8.810733e-07
"RP11-424M24.5"	0.6556691	5.505915	27.94531	1.247928e-07	8.881027e-07
"FUT3"	-0.5822544	5.913552	27.93898	1.252018e-07	8.904942e-07
"RP1-68D18.2"	0.6574963	6.208912	27.91551	1.267301e-07	9.008392e-07
"AC091493.2"	0.6832439	4.884345	27.91032	1.270701e-07	9.027301e-07
"RP11-789C17.5"	0.6221135	5.175492	27.90375	1.275027e-07	9.052769e-07
"RP11-429A20.4"	0.666257	5.485774	27.88481	1.287567e-07	9.136489e-07
"RPAIN"	0.5342581	6.652962	27.83715	1.319677e-07	9.358897e-07
"RNA5SP94"	0.4161757	6.727539	27.8311	1.323808e-07	9.382737e-07
"EEF1B2"	-0.7887483	3.801296	27.82319	1.329234e-07	9.415728e-07
"RN7SL410P"	0.6642558	2.94531	27.78934	1.352695e-07	9.576358e-07
"SNX18P14"	-0.6497123	4.923721	27.78044	1.358929e-07	9.614912e-07
"RP11-567M16.5"	-0.6021976	5.747122	27.77127	1.36539e-07	9.655032e-07
"AC016629.7"	0.894683	2.596429	27.7633	1.371026e-07	9.68927e-07
"RP11-64C12.4"	0.4562096	6.419376	27.74139	1.386642e-07	9.793959e-07
"NUDT19P4"	0.7392604	3.518566	27.74026	1.387449e-07	9.793995e-07
"AC009892.9"	0.50032	6.04999	27.73195	1.393422e-07	9.830469e-07
"RP11-321A17.5"	0.7216255	4.227523	27.70076	1.416073e-07	9.984498e-07
"MINA"	0.8500568	4.661668	27.69298	1.421779e-07	1.001894e-06
"RNU6-633P"	1.013574	3.603455	27.68433	1.428148e-07	1.005755e-06
"RNASE4"	-0.6368355	7.439889	27.68331	1.428906e-07	1.005755e-06
"CSPG4P9"	0.4501519	7.932335	27.67512	1.434965e-07	1.009438e-06
"C1QTNF8"	0.4803407	6.924307	27.66653	1.441348e-07	1.013344e-06
"TIFA"	0.4209654	7.361234	27.65977	1.4464e-07	1.016311e-06
"ZSCAN30"	-0.46565	5.631265	27.64833	1.454976e-07	1.021748e-06
"IQCH-AS1"	-0.6443254	6.695098	27.62391	1.473461e-07	1.034134e-06
"CKS1BP6"	-0.5741689	5.939797	27.61921	1.477044e-07	1.036053e-06
"RNVU1-5"	0.5524047	7.205695	27.61569	1.47974e-07	1.037348e-06
"CHRNA6"	0.6785377	2.581162	27.61401	1.481024e-07	1.037652e-06
"RP11-100E13.3"	-0.522609	5.302399	27.60411	1.488625e-07	1.042379e-06
"SNORD114-2"	-0.4605465	6.841706	27.60131	1.490781e-07	1.04329e-06
"ABCF2"	0.5502066	7.321217	27.58899	1.500303e-07	1.049352e-06
"MPG"	0.4593534	5.578552	27.55394	1.527738e-07	1.067929e-06
"AC140061.11"	0.497322	6.194251	27.54877	1.531828e-07	1.070175e-06
"RP11-57H12.3"	-0.7507716	3.817208	27.54544	1.53447e-07	1.071408e-06
"RAET1E-AS1"	0.4827163	6.753371	27.52838	1.548065e-07	1.080282e-06
"AC010492.5"	1.053869	1.286275	27.51787	1.556494e-07	1.085543e-06
"MINPP1"	0.4653677	5.505662	27.51375	1.559816e-07	1.087239e-06
"RP11-432I5.4"	0.6039738	3.872444	27.49894	1.571808e-07	1.094972e-06
"PDE4C"	0.7974048	3.674816	27.49078	1.578448e-07	1.098971e-06
"FAM220CP"	0.463509	7.090706	27.47264	1.593325e-07	1.108696e-06
"C22orf42"	-0.5472015	7.122843	27.46565	1.599093e-07	1.112076e-06
"RP11-739N20.2"	0.4935792	5.603917	27.4557	1.607347e-07	1.11718e-06
"KMT2A"	1.247852	2.369732	27.43383	1.625625e-07	1.129241e-06
"GFRAL"	-0.7521611	3.537141	27.43206	1.627116e-07	1.129633e-06
"SLC17A6"	-1.075338	1.72934	27.42306	1.634703e-07	1.134255e-06
"RN7SL580P"	-0.7866212	2.310024	27.41581	1.640839e-07	1.137866e-06
"RP11-325F22.5"	0.687219	3.553298	27.41092	1.644996e-07	1.140101e-06
"RP11-730B22.1"	-0.510667	10.51152	27.3969	1.656967e-07	1.147746e-06
"RN7SL606P"	-0.5287307	5.026398	27.38291	1.669e-07	1.155178e-06
"RP1-155D22.1"	0.4896965	5.139735	27.38194	1.669837e-07	1.155178e-06
"RN7SKP156"	0.4474883	5.934522	27.38113	1.670536e-07	1.155178e-06
"RNU6-1130P"	0.733002	6.661029	27.36151	1.68757e-07	1.166296e-06
"RN7SKP208"	0.4969341	5.21829	27.35331	1.694742e-07	1.17059e-06
"HNRNPA3P8"	0.8072414	3.691484	27.30857	1.734408e-07	1.19731e-06
"TSEN34"	-0.4911308	7.554999	27.22768	1.808509e-07	1.247759e-06
"OLAH"	0.5192996	5.404486	27.22632	1.809779e-07	1.24793e-06
"HRCT1"	-0.6290901	4.331368	27.22008	1.81563e-07	1.251257e-06
"LY6G6F"	0.6503798	5.84719	27.21226	1.822993e-07	1.255622e-06
"RP11-797H7.3"	-0.966346	2.902197	27.20638	1.828539e-07	1.258732e-06
"FTH1P27"	-0.5838285	10.75031	27.18994	1.844156e-07	1.268767e-06
"AC004004.2"	0.5769067	6.858152	27.18306	1.850733e-07	1.272575e-06
"SVILP1"	0.6004391	3.745617	27.17542	1.858061e-07	1.276894e-06
"CLMP"	0.497738	6.364109	27.17287	1.86051e-07	1.277857e-06
"UOX"	0.789242	2.76956	27.14458	1.887939e-07	1.295967e-06
"MT-TQ"	-0.5745935	10.29092	27.13707	1.895289e-07	1.300131e-06
"RP11-317N8.4"	0.5145795	6.49315	27.1362	1.896136e-07	1.300131e-06
"BCYRN1"	0.6058922	5.396471	27.13037	1.901865e-07	1.303327e-06
"PBX3"	0.4555098	6.172237	27.12491	1.907242e-07	1.305784e-06
"RP11-54O15.3"	0.5949631	6.973092	27.12456	1.907589e-07	1.305784e-06
"MAP1LC3P"	0.5618488	6.481683	27.11592	1.916139e-07	1.310901e-06
"SPATA31A3"	-0.8616162	2.388748	27.10539	1.926597e-07	1.317317e-06
"RP11-6O2.4"	-0.5852481	7.781127	27.093	1.93899e-07	1.325049e-06
"GLOD5"	0.6664039	3.192373	27.06322	1.969088e-07	1.344864e-06
"PRYP3"	0.7401657	6.131288	27.03901	1.993902e-07	1.360682e-06
"FN1"	0.4826533	5.797788	27.03846	1.994477e-07	1.360682e-06
"SPP2"	0.9843765	3.630101	27.02305	2.010434e-07	1.370097e-06
"CTD-2587M2.1"	-0.5543628	10.77914	27.02297	2.010524e-07	1.370097e-06
"PTBP3"	-0.5104658	6.697308	27.00428	2.030053e-07	1.382634e-06
"RHOT1P1"	0.4513594	6.0763	27.00282	2.03159e-07	1.382758e-06
"RP11-15L13.4"	-1.357759	1.256737	27.0019	2.032555e-07	1.382758e-06
"RP11-6N17.9"	-0.7061366	4.509245	27.00087	2.033635e-07	1.382758e-06
"TSACC"	-0.4966941	5.105024	26.99396	2.040922e-07	1.386941e-06
"RP11-356M20.2"	0.7004747	3.894925	26.98087	2.054788e-07	1.394172e-06
"RP11-321E8.1"	0.5243752	7.784582	26.98076	2.054909e-07	1.394172e-06
"C8orf46"	-0.5391889	4.919165	26.98068	2.05499e-07	1.394172e-06
"AE000661.37"	-0.7491551	3.914685	26.96192	2.075034e-07	1.406988e-06
"FAM27L"	1.008839	1.51383	26.95047	2.087369e-07	1.414566e-06
"C8A"	-0.4793324	5.156932	26.94281	2.095652e-07	1.419239e-06
"CTD-2287O16.5"	0.5049804	5.98917	26.94195	2.09659e-07	1.419239e-06
"NXPE2"	-0.8393004	1.918353	26.94046	2.098197e-07	1.41954e-06
"OST4"	-0.8940175	2.805953	26.91224	2.129058e-07	1.439621e-06
"GFRA3"	-0.5982908	6.247555	26.90733	2.134481e-07	1.442109e-06
"TMEM129"	-0.761236	2.898946	26.90677	2.135102e-07	1.442109e-06
"AC011343.1"	-0.4222852	7.526026	26.90021	2.14236e-07	1.446212e-06
"UBE2C"	-0.6661127	6.117354	26.87583	2.169557e-07	1.463761e-06
"RNU6ATAC37P"	-0.5715875	4.650987	26.86937	2.176812e-07	1.467845e-06
"RP11-129J12.1"	-0.6866245	4.066106	26.8645	2.182314e-07	1.470742e-06
"RP11-638I2.9"	0.4269002	6.380927	26.85912	2.18839e-07	1.474023e-06
"THOC1"	0.6763521	6.12556	26.85764	2.190064e-07	1.474337e-06
"RP11-340E6.1"	1.134131	3.671413	26.84211	2.207741e-07	1.485418e-06
"RP11-339B21.15"	0.7381231	5.08717	26.8319	2.219432e-07	1.492461e-06
"SLC34A1"	0.6577017	5.665808	26.812	2.242401e-07	1.507076e-06
"PRYP6"	-0.7935003	5.26016	26.80297	2.252903e-07	1.513301e-06
"LRR1"	0.5047323	5.001834	26.78715	2.271425e-07	1.524903e-06
"RNA5SP516"	-0.6360275	4.471705	26.78521	2.273711e-07	1.525599e-06
"KRTAP13-6P"	-0.5766371	7.155115	26.75598	2.308362e-07	1.547998e-06
"RSPO4"	-0.5121428	6.627343	26.74128	2.325994e-07	1.558965e-06
"RP11-329B9.4"	0.5242107	5.513539	26.73802	2.329914e-07	1.560735e-06
"PHTF2"	-0.6604296	6.115229	26.71052	2.363312e-07	1.582239e-06
"CTSZ"	0.7471932	7.037786	26.70775	2.3667e-07	1.583639e-06
"AC093509.2"	-0.6042346	5.725752	26.70461	2.370552e-07	1.585347e-06
"RP11-96J15.1"	0.5132967	6.873452	26.70257	2.373062e-07	1.586157e-06
"CTD-2330J20.2"	-0.8597282	2.868625	26.68546	2.394166e-07	1.599387e-06
"AC018696.4"	-0.6593534	8.012266	26.68305	2.397147e-07	1.600502e-06
"FIS1"	0.4746166	6.130327	26.67991	2.401056e-07	1.602236e-06
"RP11-325K19.2"	0.6650223	6.689249	26.62723	2.467414e-07	1.645055e-06
"TSPY6P"	0.5836915	5.569631	26.62684	2.467919e-07	1.645055e-06
"ALPL"	0.4749938	5.697122	26.62553	2.469592e-07	1.645271e-06
"AC090559.1"	-0.6841987	5.32839	26.59331	2.511115e-07	1.672022e-06
"KLHL9"	0.687951	7.292231	26.56967	2.542027e-07	1.691681e-06
"AC018641.7"	-0.497912	5.654483	26.56635	2.546408e-07	1.693673e-06
"TOMM22P1"	-0.8530282	3.585789	26.55831	2.557027e-07	1.69981e-06
"AC068580.1"	-0.8727486	3.747252	26.55434	2.562289e-07	1.70196e-06
"RND1"	0.5482182	5.731461	26.55376	2.563051e-07	1.70196e-06
"AC187652.1"	-0.8707878	4.068153	26.54308	2.577259e-07	1.710465e-06
"RP5-1120P11.4"	-0.7159877	3.563998	26.53724	2.585068e-07	1.714715e-06
"CTB-36O1.3"	0.5658347	5.424434	26.53423	2.589091e-07	1.716451e-06
"LEAP2"	0.5141364	5.996646	26.53282	2.59098e-07	1.716771e-06
"RP1-142F18.2"	-0.5752644	7.650996	26.51986	2.608432e-07	1.727396e-06
"RP11-128P17.2"	0.6500775	5.227535	26.50253	2.631929e-07	1.742011e-06
"YBX1P10"	-1.06529	2.324999	26.49916	2.636532e-07	1.744112e-06
"CHCHD3P2"	-0.7954599	5.118477	26.49789	2.638256e-07	1.744307e-06
"RNU7-84P"	-0.5019416	4.99185	26.4792	2.663911e-07	1.760316e-06
"RP11-536C10.15"	-1.545642	1.141363	26.47537	2.669195e-07	1.762853e-06
"IGHV4-39"	0.680543	4.842174	26.46254	2.686991e-07	1.772857e-06
"RP11-449H15.2"	0.8580552	3.650755	26.46214	2.68754e-07	1.772857e-06
"RP11-458F8.1"	-0.5307522	6.065072	26.46131	2.6887e-07	1.772857e-06
"KRT36"	-0.4687717	5.396546	26.44962	2.705021e-07	1.782655e-06
"AC131213.1"	-0.4748961	11.30743	26.42442	2.740543e-07	1.80509e-06
"SORCS2"	-0.7115691	3.609889	26.42032	2.746355e-07	1.807943e-06
"RP11-624M8.1"	0.4996342	6.217686	26.40756	2.764564e-07	1.818949e-06
"MIR4534"	0.636664	2.950369	26.4042	2.769371e-07	1.82113e-06
"RP11-244B22.14"	0.5390594	6.802516	26.39168	2.787383e-07	1.831682e-06
"MAU2"	0.628323	5.167001	26.39096	2.788419e-07	1.831682e-06
"MTRNR2L9"	-0.543957	7.755244	26.3869	2.794296e-07	1.834555e-06
"RNA5S6"	1.003092	3.56535	26.38041	2.803699e-07	1.839739e-06
"NARG2P1"	-0.5388494	9.924771	26.37269	2.814931e-07	1.846117e-06
"OR52L1"	-0.6628824	3.724051	26.35373	2.842688e-07	1.863319e-06
"RP1-29C18.8"	-0.5137302	7.337545	26.26487	2.976548e-07	1.950014e-06
"HIGD1AP18"	0.476843	5.761956	26.25353	2.994072e-07	1.960443e-06
"PHF6"	-1.435742	1.091018	26.24162	3.012588e-07	1.971509e-06
"AC136289.1"	-0.7088063	2.727391	26.19722	3.082666e-07	2.016288e-06
"Z69720.2"	-0.5832796	6.111503	26.1883	3.096939e-07	2.024539e-06
"ST13P10"	-0.4542175	7.807264	26.1744	3.119299e-07	2.038064e-06
"RP11-616M22.1"	0.6905543	3.061372	26.14521	3.166824e-07	2.068009e-06
"AL356131.1"	0.4240827	8.077948	26.14198	3.172118e-07	2.070358e-06
"KRR1P1"	0.9454061	1.951487	26.10895	3.226854e-07	2.104957e-06
"KCNA5"	-0.6088997	5.64007	26.09584	3.248835e-07	2.118164e-06
"MEGF6"	-0.4516959	6.259921	26.09457	3.250967e-07	2.118423e-06
"RN7SL506P"	-0.5798573	5.083236	26.09048	3.257863e-07	2.121784e-06
"RP11-724O16.1"	0.4743279	5.619628	26.084	3.268811e-07	2.127778e-06
"MIR3605"	-0.6815464	6.81847	26.07366	3.286373e-07	2.13807e-06
"VSIG1"	-0.7030986	5.6276	26.05699	3.314866e-07	2.155252e-06
"C2orf81"	-0.5805758	5.360922	26.05615	3.316315e-07	2.155252e-06
"RP3-433G13.1"	-0.637928	5.774514	26.04485	3.335771e-07	2.166742e-06
"RP11-324H7.1"	-0.5180426	6.033778	26.04048	3.343337e-07	2.170501e-06
"SUPT16H"	-0.6497836	3.723381	26.01745	3.383449e-07	2.195375e-06
"RN7SL367P"	-0.4723205	7.08411	25.9916	3.429064e-07	2.22379e-06
"RPS19P1"	0.4798093	5.664829	25.98808	3.435313e-07	2.226659e-06
"AL121914.1"	-0.6124333	4.290812	25.98301	3.444359e-07	2.231338e-06
"KCNRG"	-0.7470415	3.770132	25.96879	3.469817e-07	2.246637e-06
"RP11-561N12.5"	-0.4115328	7.876884	25.96505	3.476553e-07	2.249805e-06
"COX11P1"	-0.4713912	5.701304	25.9557	3.49342e-07	2.259523e-06
"SLC27A1"	-0.5642428	5.026994	25.95031	3.503191e-07	2.264642e-06
"PHF1"	0.884457	4.751655	25.93787	3.525839e-07	2.278076e-06
"RLBP1"	0.7203014	2.513127	25.93004	3.540172e-07	2.286127e-06
"CCDC57"	-0.4934676	7.889152	25.92128	3.556275e-07	2.295312e-06
"RP11-564A8.4"	-0.6232462	5.080428	25.91678	3.56458e-07	2.299456e-06
"ERCC4"	-0.5780165	4.035531	25.91236	3.572737e-07	2.3035e-06
"EEF1A1P25"	-0.5231689	5.229572	25.89917	3.597246e-07	2.318077e-06
"AGAP1-IT1"	0.6072331	5.714765	25.89326	3.608275e-07	2.323958e-06
"RNU6-1306P"	0.7985564	1.782444	25.88166	3.630019e-07	2.336729e-06
"PPIL1P1"	-0.6892144	4.234278	25.88039	3.63241e-07	2.337036e-06
"AC034154.1"	0.5921052	5.544655	25.87241	3.647445e-07	2.345473e-06
"SNORD115-38"	-0.5965496	4.827231	25.86609	3.659422e-07	2.351935e-06
"AP000356.1"	1.215239	1.506435	25.86205	3.667085e-07	2.355619e-06
"RP11-529A4.15"	-0.5864527	5.414091	25.85165	3.686903e-07	2.367104e-06
"CTD-2376I4.2"	0.9988606	1.251722	25.83253	3.723603e-07	2.38941e-06
"RP11-406D1.2"	-0.549049	5.307732	25.82533	3.737506e-07	2.397071e-06
"DCUN1D2"	0.6266129	6.760159	25.79994	3.78701e-07	2.427545e-06
"PRR21"	-0.6782826	5.935396	25.79103	3.80452e-07	2.437489e-06
"RN7SL714P"	-0.534015	7.646742	25.75968	3.866822e-07	2.475766e-06
"RNU6-490P"	0.9059498	3.737229	25.75893	3.86832e-07	2.475766e-06
"CH17-132F21.1"	-0.6443589	4.321892	25.74984	3.88659e-07	2.486155e-06
"CNOT10-AS1"	-0.8243763	2.52961	25.73063	3.925474e-07	2.509713e-06
"SCN3B"	-0.5486746	9.678031	25.72251	3.942023e-07	2.518973e-06
"CTD-2651B20.6"	0.5017961	7.558371	25.70634	3.975197e-07	2.538842e-06
"RP4-541C22.5"	-0.4885657	9.615874	25.70468	3.978619e-07	2.539699e-06
"TPPP2"	0.4386104	6.982382	25.69423	4.000222e-07	2.552154e-06
"RP11-982M15.7"	-0.6252805	5.324371	25.67452	4.041284e-07	2.575953e-06
"MIR452"	-0.8144834	3.231008	25.6743	4.041745e-07	2.575953e-06
"CDY15P"	-0.5188841	8.440297	25.67179	4.047008e-07	2.57681e-06
"RP1-4G17.2"	0.652826	7.532838	25.67164	4.047312e-07	2.57681e-06
"ZNF641"	0.423376	7.404429	25.66648	4.05815e-07	2.582363e-06
"RAB5CP2"	-1.004543	2.242547	25.64832	4.096522e-07	2.605422e-06
"AC092657.2"	0.5480791	5.608757	25.64561	4.102268e-07	2.606837e-06
"RP11-351I24.1"	-0.7177483	5.238533	25.64526	4.103018e-07	2.606837e-06
"CST6"	-0.944398	3.777374	25.64228	4.109372e-07	2.609516e-06
"LPAR5"	0.4845868	7.688153	25.63254	4.130153e-07	2.620676e-06
"MX1"	0.5185163	7.243613	25.63203	4.131242e-07	2.620676e-06
"LA16c-349E11.1"	1.647224	1.058039	25.63035	4.134856e-07	2.621606e-06
"TTTY7B"	0.5367001	5.470992	25.61002	4.178633e-07	2.647987e-06
"XAGE1E"	-0.9567127	2.813374	25.59595	4.20922e-07	2.665985e-06
"RP11-440D17.2"	0.4033182	7.428272	25.57072	4.264624e-07	2.699675e-06
"OR2AT2P"	0.6451962	4.893892	25.53621	4.341586e-07	2.74697e-06
"RP11-419C19.2"	-0.616959	3.900249	25.52543	4.365906e-07	2.760927e-06
