"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"RP11-400N13.2"	-0.344106	8.984072	3.864773	0.04930985	0.08490783
"RP11-91P24.1"	-0.2807222	2.431547	3.864023	0.04933191	0.08493383
"RN7SL100P"	-0.6726916	1.586888	3.861626	0.04940244	0.08504326
"RP11-308N19.5"	-0.4695591	1.499855	3.860011	0.04944999	0.08511312
"RN7SKP178"	0.1668208	6.301181	3.859549	0.04946361	0.08512456
"HSPD1P3"	0.3773306	1.866795	3.85906	0.04947803	0.08512924
"SLC17A1"	0.3664178	4.176758	3.858984	0.04948028	0.08512924
"SF3B3"	-0.4060359	4.164036	3.855557	0.04958146	0.08529129
"RP11-760D2.5"	-0.5614116	5.841022	3.855161	0.04959316	0.0852994
"METRNL"	0.2135128	5.376412	3.850914	0.04971888	0.08550357
"HOXB4"	-0.2903687	3.510076	3.848811	0.04978128	0.08559883
"RN7SL223P"	-0.1894656	4.719645	3.845426	0.04988185	0.08575968
"RP5-1104E15.6"	-0.5566245	1.614209	3.845014	0.04989412	0.08576869
"AC016113.1"	0.2652472	7.384451	3.843018	0.04995352	0.08585872
"WDR41"	0.2528399	3.915857	3.840139	0.05003938	0.08599417
"MTND2P29"	0.3264745	2.675536	3.83982	0.05004889	0.0859984
"VCY"	0.2269545	4.364334	3.838781	0.05007993	0.08603963
"FOXP1"	0.2555506	4.648141	3.838474	0.0500891	0.08604328
"TM4SF4"	-0.2683007	2.647158	3.837767	0.05011021	0.08606742
"CT47A9"	-0.3103311	4.242011	3.836915	0.0501357	0.08609909
"RP1-63P18.2"	0.3470828	2.307336	3.834307	0.05021373	0.08622097
"CXXC4"	0.3531739	2.464427	3.833392	0.05024116	0.08625593
"RP11-6E9.4"	0.2099583	5.643591	3.832086	0.05028032	0.08631101
"ACSL3"	0.2160395	5.844816	3.830314	0.0503335	0.08638134
"RP11-438N16.1"	-0.1713329	5.580305	3.830249	0.05033545	0.08638134
"BTBD1"	0.2041857	5.382638	3.825768	0.0504702	0.08660042
"IL33"	0.4394622	6.52041	3.825386	0.05048173	0.08660802
"FAM172A"	-0.2868622	6.602701	3.823376	0.05054231	0.08669977
"JARID2-AS1"	-0.2657952	6.377409	3.820711	0.05062275	0.08682555
"AC008949.1"	-0.1940351	5.76347	3.816073	0.05076308	0.087054
"TEAD1"	0.2189322	7.953109	3.814132	0.05082195	0.08714271
"AC139099.1"	-0.8247062	0.585541	3.812438	0.05087335	0.08721861
"CYP2C56P"	0.2031466	5.322976	3.811614	0.05089837	0.08724924
"AC023490.1"	0.3057396	2.545895	3.810335	0.05093726	0.08730365
"OR8B10P"	0.2143586	5.724183	3.809729	0.0509557	0.0873147
"MAL"	-0.2024815	5.599211	3.809653	0.05095802	0.0873147
"IFNA22P"	0.3546887	5.539767	3.809417	0.05096519	0.08731473
"PARP11"	0.2525173	2.618092	3.80481	0.05110558	0.08754297
"IFNGR1"	0.2691058	5.702886	3.804563	0.0511131	0.08754356
"ARL6IP1P3"	-0.3479556	3.873676	3.803785	0.05113686	0.08757197
"STOX2"	-0.2334153	5.02843	3.802827	0.05116614	0.0876098
"PTMAP4"	-0.3638154	1.576563	3.800959	0.05122324	0.08769529
"RPS17P11"	-0.1603408	6.777565	3.797978	0.0513145	0.0878392
"AC127526.1"	0.5232562	3.056034	3.795148	0.05140134	0.08797551
"LLPH"	0.3917668	4.364942	3.793765	0.05144382	0.08803065
"EIF4BP2"	0.2310575	6.655914	3.793629	0.05144798	0.08803065
"ANKRD63"	-0.3922791	1.54693	3.792789	0.05147381	0.08806249
"RP11-497H16.9"	-0.2337587	6.705638	3.791605	0.05151022	0.08811244
"ANKRD33"	0.3464878	3.516715	3.790874	0.05153274	0.0881386
"RP11-907D1.1"	0.1571254	6.200031	3.789642	0.05157068	0.08819114
"CTC-453G23.4"	0.1738923	6.643566	3.788916	0.05159305	0.08821704
"C11orf31"	0.1913431	4.399129	3.784423	0.05173173	0.08844177
"ELOF1"	0.2346458	4.300231	3.784166	0.0517397	0.08844301
"S100A1"	0.3641907	5.215419	3.779976	0.05186941	0.0886523
"RP11-286B14.2"	0.2509438	2.480206	3.777218	0.05195496	0.0887861
"GLS2"	0.2604915	4.223861	3.776523	0.05197657	0.08881059
"CTD-2589H19.4"	-0.382496	2.188167	3.772372	0.0521057	0.08901876
"HNRNPA1"	-0.2666457	4.913079	3.771908	0.05212015	0.08902924
"AC104389.28"	0.241144	4.760394	3.771707	0.05212642	0.08902924
"RP5-1136G13.1"	0.2227948	5.727869	3.768314	0.05223227	0.08919755
"RNU6-304P"	0.3246328	1.883026	3.764924	0.05233824	0.08936601
"RP11-32D16.1"	0.4778107	1.70413	3.761034	0.05246013	0.08956161
"SLC13A1"	-0.2643846	3.745818	3.757699	0.05256485	0.08972784
"AC119751.1"	-0.2688511	5.382493	3.756717	0.05259576	0.08975831
"ACTBP8"	-0.3065795	3.715731	3.756437	0.05260455	0.08975831
"RP11-108L7.14"	0.2444719	5.824343	3.75643	0.05260477	0.08975831
"CTD-2308B18.3"	0.2595821	7.085056	3.75606	0.05261643	0.08976566
"RNU7-147P"	-0.2608659	4.48174	3.755315	0.05263987	0.0897931
"LAX1"	0.3982445	6.561375	3.753925	0.05268366	0.08985524
"RP11-442O18.2"	-0.2490718	8.375059	3.753147	0.05270819	0.08988452
"TYMS"	-0.1695732	6.079392	3.751796	0.05275079	0.08994459
"CHTF8"	0.2028347	5.294554	3.749748	0.05281546	0.09004228
"RP11-690C23.4"	0.1784002	5.696457	3.749027	0.05283826	0.09006856
"NCAPG2"	0.2667004	4.971835	3.746254	0.052926	0.09020553
"RP11-44D19.1"	-0.4710226	1.152084	3.74449	0.05298191	0.09028821
"RN7SL356P"	0.6523465	0.6509904	3.744087	0.05299466	0.09029734
"CHCHD1"	0.1671716	6.938674	3.743285	0.0530201	0.09032608
"RP11-680F8.3"	0.2072202	5.2795	3.743089	0.05302633	0.09032608
"AC083822.2"	0.475909	3.076966	3.742837	0.05303432	0.09032709
"GLULP6"	-0.2849171	5.525581	3.7417	0.05307042	0.09037595
"YIF1A"	0.2306366	4.127534	3.735306	0.05327392	0.09070985
"SPATA31A1"	-0.1631701	7.004779	3.73402	0.05331493	0.09075885
"AC116035.1"	-0.3587039	6.46778	3.733937	0.05331757	0.09075885
"MRE11A"	0.1974513	5.495225	3.733074	0.05334514	0.09079312
"PATE1"	-0.2510469	3.858137	3.729857	0.05344796	0.09095543
"MRPL45"	-0.2432248	6.238954	3.729554	0.05345768	0.09095928
"MAGED4B"	-0.2805392	2.486957	3.727601	0.0535202	0.09105298
"RP11-193P11.3"	-0.1892082	6.652006	3.72692	0.05354204	0.09107743
"PTGES3L"	-0.2094911	6.464987	3.726397	0.0535588	0.09109325
"NUPL1"	-0.213838	8.44563	3.725215	0.05359674	0.09114507
"LILRB1"	0.2086006	5.708325	3.722034	0.05369893	0.09130614
"AC092661.1"	0.2462187	4.886827	3.721784	0.05370696	0.09130707
"RP1-107N3.2"	-0.5955695	4.354053	3.718267	0.0538202	0.09148684
"RP11-128L5.1"	-0.2074019	5.860066	3.71793	0.05383107	0.09149217
"CTD-2206N4.1"	0.2459632	4.148177	3.717705	0.05383833	0.09149217
"MIR1249"	-0.2013452	5.350008	3.713863	0.05396237	0.09169021
"RP11-402J6.3"	-0.187578	5.978882	3.713408	0.05397708	0.09169305
"CYB5D1"	-0.4266577	7.752574	3.713346	0.05397907	0.09169305
"AC087294.2"	0.245553	8.633588	3.71311	0.05398672	0.09169328
"COL1A1"	0.1933691	4.33588	3.711691	0.05403263	0.09175849
"AC010132.11"	0.2362614	6.323199	3.710417	0.05407389	0.09181578
"FLOT1"	-0.3335971	5.85567	3.710059	0.05408547	0.09182267
"FBXO43"	-0.5259651	1.129487	3.709629	0.05409942	0.09183358
"NPM1P42"	-0.2590855	6.282944	3.707414	0.05417125	0.09194272
"RNA5SP101"	0.2164338	6.523036	3.707035	0.05418356	0.09194969
"SDC1"	-0.2013936	6.489059	3.706824	0.05419043	0.09194969
"AC103563.9"	-0.568521	0.3591496	3.706156	0.05421212	0.09197371
"CXorf58"	0.4580133	3.835816	3.704065	0.05428008	0.09207621
"PCDH7"	0.2115286	5.044763	3.703737	0.05429076	0.09208153
"DNAH7"	-0.299846	3.154633	3.703036	0.05431356	0.0921074
"RP11-923I11.4"	0.3182619	5.714493	3.701882	0.05435112	0.0921583
"GSPT2"	0.1890022	5.235198	3.699468	0.05442982	0.09227262
"RP1-37N7.3"	-0.2666552	3.728148	3.699306	0.05443512	0.09227262
"RP11-315A17.1"	0.2332772	5.596594	3.699118	0.05444122	0.09227262
"RP11-346D6.6"	0.3035196	2.253676	3.69846	0.05446272	0.09229623
"RP11-299H22.6"	-0.199432	4.297553	3.694227	0.05460106	0.09251784
"MOSPD1"	-0.283706	6.004768	3.693404	0.05462801	0.09255066
"ARHGAP32"	0.1548599	7.347063	3.691303	0.05469688	0.09265447
"ALS2CR12"	-0.2734022	3.858023	3.688386	0.05479261	0.09280375
"C20orf24"	0.3061106	3.959524	3.687421	0.05482434	0.0928446
"FAM211B"	0.2337734	9.856477	3.686592	0.05485158	0.09287785
"RP11-78E6.1"	0.1835509	5.594165	3.685518	0.05488691	0.09292478
"RPL24"	0.2020668	5.086267	3.684126	0.05493275	0.09298949
"RN7SKP193"	0.2659053	4.163463	3.678795	0.05510865	0.09327432
"FSTL4"	0.15805	6.596188	3.677133	0.05516362	0.09335441
"RP1-142L7.9"	0.2315995	4.076153	3.6765	0.05518458	0.09337694
"RASGEF1C"	0.2636281	6.532051	3.675306	0.0552241	0.09343085
"REV3L"	-0.2017043	4.604368	3.67469	0.05524452	0.09345243
"RP11-126O22.1"	-1.040498	0.9149505	3.67126	0.05535831	0.09363195
"AL162853.1"	-0.2468267	3.857965	3.670024	0.05539939	0.09368845
"HTR3B"	0.1997183	6.702066	3.66952	0.05541615	0.09370381
"AC091643.1"	0.1798411	6.398276	3.667496	0.05548349	0.09380468
"PPT1"	0.2212145	3.554109	3.666475	0.05551749	0.09384916
"AL121901.1"	0.3641049	8.149157	3.666034	0.05553218	0.093861
"RP11-99E15.2"	0.1922334	5.291977	3.660215	0.05572644	0.09417629
"RP11-153M7.3"	-1.358303	0.8642809	3.658135	0.05579605	0.09428088
"RP11-982M15.5"	-0.1972958	5.978121	3.65728	0.05582471	0.094308
"RP11-417J1.3"	0.206328	6.676337	3.657195	0.05582755	0.094308
"AC092989.1"	-0.1556801	6.587766	3.656194	0.05586111	0.09435162
"PDLIM1"	0.1848452	6.614655	3.655736	0.05587646	0.09436449
"RP11-15J10.3"	0.2169375	6.693088	3.654993	0.05590139	0.09439354
"GSAP"	-0.5518265	3.027936	3.65333	0.05595721	0.09447472
"RP11-348B17.1"	0.2820028	5.792763	3.652846	0.05597349	0.09448914
"SNX13"	0.2451672	5.420085	3.652224	0.05599441	0.09451138
"RNA5SP399"	0.2501453	5.5892	3.651937	0.05600406	0.09451459
"OR1F1"	0.2449937	4.740052	3.649384	0.05608997	0.09464649
"RP11-266E6.3"	0.1572143	6.701303	3.648897	0.05610635	0.09466105
"CEND1P1"	-0.256728	6.308985	3.647455	0.05615497	0.09472997
"HAPLN2"	-0.5451286	1.370461	3.644751	0.05624621	0.09487079
"ATP6V0C"	0.2030946	5.988278	3.643824	0.05627754	0.09491052
"SCARB2"	0.4002279	2.532425	3.642062	0.05633713	0.09499789
"SLMO2P2"	-0.2142694	5.476577	3.634166	0.05660496	0.09543632
"RP11-335G20.7"	0.2390072	5.790711	3.633039	0.0566433	0.09547912
"CDC37"	0.2571746	4.018636	3.63296	0.05664599	0.09547912
"RP11-436H11.2"	-0.2891739	2.358703	3.631623	0.0566915	0.09554264
"AP000431.2"	0.2706527	3.534679	3.629844	0.05675214	0.09563163
"RP11-96A1.4"	-0.3512123	1.747145	3.629432	0.05676619	0.0956421
"RP11-573G6.9"	0.165951	7.010155	3.628977	0.05678169	0.09565501
"SAMD9"	0.2811727	3.007312	3.627283	0.05683955	0.09573927
"AKR1C1"	0.366938	4.981022	3.624248	0.05694329	0.09590077
"AC064865.1"	-0.1915788	6.537286	3.623948	0.05695358	0.09590487
"ATF7IP"	0.2084099	4.812772	3.622449	0.05700489	0.09597803
"LMLN"	0.3201555	1.692685	3.620214	0.05708153	0.0960938
"SLC23A3"	0.1841552	9.25493	3.619852	0.05709396	0.09610148
"BCL2L2-PABPN1"	-0.1647537	8.587636	3.619564	0.05710384	0.09610484
"CTD-2193G5.1"	0.2924226	7.491427	3.618495	0.05714055	0.09615338
"RP11-417B4.3"	-0.3895296	2.543308	3.615984	0.05722685	0.09628532
"DUSP18"	-0.1799629	8.644964	3.611994	0.05736431	0.09650329
"RP11-158I9.7"	-0.4756368	0.9980928	3.608768	0.05747569	0.09667734
"RP11-486M23.2"	0.3158966	2.047074	3.605988	0.05757184	0.09682296
"RP4-726N1.2"	-0.1968473	6.111881	3.605807	0.05757813	0.09682296
"MIR1250"	0.3300903	1.336016	3.605139	0.05760127	0.09684853
"CTA-246H3.8"	-0.2317555	5.105897	3.60316	0.05766986	0.0969505
"OPN5"	-0.3627999	5.670903	3.600552	0.05776038	0.09708931
"TULP3P1"	0.2559887	2.827964	3.599386	0.05780093	0.09714408
"AC092850.1"	0.3470141	5.441686	3.598038	0.05784781	0.0972095
"RNA5SP476"	0.4179906	3.972916	3.59412	0.05798432	0.09742425
"RP11-615J4.3"	0.4568297	6.714069	3.593912	0.05799158	0.09742425
"RP11-697E2.4"	0.2126036	7.587372	3.593483	0.05800656	0.09743601
"TRPM1"	0.1672435	5.769191	3.591344	0.05808126	0.09754462
"CTD-2561J22.2"	-0.4540869	7.595577	3.591174	0.0580872	0.09754462
"RNU4-70P"	0.2220461	4.003553	3.590125	0.05812388	0.09759278
"LCN6"	-0.279707	2.383426	3.585914	0.05827135	0.09782693
"DSCR4"	0.2157352	5.830708	3.584098	0.05833508	0.09792045
"POMGNT2"	-0.1991874	6.63727	3.583585	0.05835309	0.09792612
"OR2T1"	0.2331396	7.17409	3.583545	0.0583545	0.09792612
"FTLP5"	0.2554887	4.077691	3.583157	0.05836812	0.0979355
"RP13-33H18.1"	0.2292739	4.219912	3.582686	0.05838468	0.09794982
"RN7SL317P"	0.1914456	6.486764	3.580719	0.05845384	0.09805238
"AC126182.1"	0.30661	2.644281	3.578169	0.05854364	0.09818952
"SNAPC5"	0.5369959	3.094161	3.577597	0.05856379	0.09820983
"CTD-2224J9.8"	-0.1723724	7.300693	3.574299	0.05868023	0.09839156
"TRIM16L"	-0.2032062	7.109091	3.572237	0.0587531	0.09850022
"LAMTOR5P1"	0.4123586	2.321648	3.571986	0.05876199	0.0985016
"SNORD115"	-0.3605461	2.72759	3.571102	0.05879328	0.09854052
"RP11-69E11.8"	-0.2841146	3.489764	3.569444	0.05885202	0.09862541
"KLF6"	-0.5782871	1.182172	3.568412	0.0588886	0.09867318
"AC068946.1"	-0.4923999	4.393657	3.567486	0.05892146	0.09871467
"GS1-124K5.11"	0.1965988	5.491705	3.566558	0.05895441	0.09874736
"NACA2"	0.1431958	7.651118	3.56648	0.05895715	0.09874736
"RP11-452L6.5"	-0.2313311	2.436994	3.563862	0.05905021	0.09888965
"RP11-104O19.2"	0.270326	7.077029	3.563233	0.05907259	0.09891357
"RP11-167P22.5"	-0.1555297	6.805996	3.562311	0.05910538	0.0989549
"AC125232.1"	0.2160969	6.575639	3.560504	0.05916976	0.09904909
"METTL5"	-0.1544039	8.214499	3.559506	0.05920537	0.09909511
"NPVF"	0.2840573	2.833374	3.558568	0.05923882	0.09913537
"EZR-AS1"	0.4272815	3.195474	3.558376	0.05924567	0.09913537
"CTD-2325A15.5"	0.3535998	1.832278	3.557787	0.0592667	0.09915697
"ZNF326"	-0.4666638	4.319363	3.557	0.05929482	0.09918587
"RP11-305B6.3"	-0.2751713	9.595641	3.556848	0.05930023	0.09918587
"RP11-307L14.1"	0.3279101	3.006605	3.555685	0.05934182	0.09924184
"ZFP57"	0.4317288	1.302213	3.555045	0.05936469	0.09925506
"GCNT7"	-0.2067824	6.248401	3.554966	0.05936751	0.09925506
"AC010761.9"	-0.2788034	2.959757	3.554781	0.05937413	0.09925506
"RP1-22N22.1"	0.2581169	3.480025	3.552607	0.05945197	0.09937159
"CCDC130"	-0.2486655	4.349713	3.552237	0.05946523	0.09937898
"AC005152.2"	0.1750414	7.843121	3.552029	0.05947268	0.09937898
"RP11-510M2.1"	-0.4721288	2.401623	3.550842	0.05951525	0.0994365
"PABPC3"	-0.2703441	5.269635	3.549666	0.05955742	0.09949334
"MAP3K9"	0.2587051	4.485878	3.548653	0.05959382	0.09954052
"LHX2"	0.223023	4.126319	3.545734	0.05969874	0.09970213
"HOMER2P1"	0.1999057	5.290978	3.54421	0.0597536	0.09978009
"RHOQP2"	-0.3966123	5.74553	3.542936	0.05979953	0.09984312
"RP11-66N11.6"	-0.3486419	4.751792	3.542324	0.05982161	0.09986632
"RP11-115P21.1"	0.1579248	5.593169	3.53996	0.05990692	0.09999507
"PPP1R2P3"	-0.4202027	1.481471	3.537149	0.06000851	0.1001373
"RP11-395I6.3"	-0.1759721	9.656067	3.537148	0.06000855	0.1001373
"C1RL"	0.2202538	4.531285	3.536397	0.06003573	0.100169
"RGS17P1"	0.2874585	3.182466	3.534449	0.06010631	0.100273
"SFRP1"	-0.3462445	1.722502	3.534134	0.06011774	0.1002784
"NIPAL2"	0.1839746	5.504691	3.529846	0.06027339	0.1005225
"KLHL25"	-0.2598326	3.289495	3.52965	0.06028053	0.1005225
"AC005330.2"	-0.2369446	4.445516	3.52415	0.06048083	0.1008427
"SNORA43"	0.262865	3.923707	3.523873	0.06049094	0.1008458
"CTD-2186M15.3"	0.3625885	5.658144	3.515946	0.06078096	0.1013154
"RP11-162D16.2"	-0.1991916	7.207076	3.513273	0.06087907	0.1014651
"CDK9"	0.2976415	2.171412	3.512011	0.06092547	0.1015286
"ZNF366"	0.2691088	8.851855	3.510552	0.06097913	0.1016041
"OR4F15"	-0.1796778	5.943921	3.508023	0.06107229	0.1017332
"WI2-925H4.1"	0.1747923	6.618911	3.507997	0.06107325	0.1017332
"AC068138.1"	-0.2509554	6.64583	3.507272	0.06109998	0.1017638
"OR56A1"	-0.3299601	4.53773	3.506187	0.06114002	0.1018166
"ESR2"	0.2309482	3.864962	3.50555	0.06116352	0.1018418
"HMGN4"	-0.5783615	0.8398423	3.505095	0.06118032	0.1018559
"RP11-160H12.3"	-0.2019716	9.406369	3.503074	0.06125505	0.1019664
"ZNF259"	0.4726096	5.890142	3.501867	0.06129967	0.1020268
"SHROOM1"	-0.3596339	4.121786	3.500886	0.061336	0.1020733
"LILRB4"	-0.2659057	3.653079	3.500355	0.06135568	0.1020922
"ACP5"	-0.2157627	6.313996	3.498963	0.06140727	0.1021641
"PKIA"	-0.2201788	4.328588	3.495747	0.06152665	0.1023487
"AC099539.1"	0.2905702	3.125947	3.491913	0.06166927	0.102572
"RAI2"	0.1475535	7.797379	3.490526	0.06172099	0.102644
"RP11-146E23.2"	-0.2245652	6.760798	3.490213	0.06173264	0.1026494
"LAMTOR2"	0.3847866	2.235246	3.486967	0.06185381	0.1028369
"RP11-161M6.3"	0.1998356	6.077943	3.486561	0.06186897	0.1028481
"RWDD4"	0.1688573	7.591708	3.486164	0.06188383	0.1028588
"RP11-173P15.5"	0.513556	4.224154	3.483453	0.06198527	0.1030134
"AL022328.1"	-0.1559449	6.926323	3.483193	0.06199503	0.1030156
"CTB-109A12.1"	-0.1583635	6.575457	3.480495	0.06209616	0.1031696
"CASP2"	0.2481481	4.806216	3.477787	0.06219788	0.1033245
"CIRBP"	-0.521989	5.05939	3.477405	0.06221223	0.1033343
"U2AF1L4"	0.2070075	6.568078	3.474238	0.06233143	0.1035182
"RP11-35G9.3"	0.2163555	6.189976	3.472363	0.06240209	0.1036214
"C16orf54"	0.2323865	5.850151	3.472048	0.06241398	0.1036271
"SDCBP2P1"	-0.2340399	4.067483	3.470312	0.06247954	0.1037218
"FAM173A"	-0.216722	5.08828	3.467119	0.06260026	0.1039081
"PIGH"	0.347667	3.743541	3.466652	0.06261794	0.1039233
"RP11-1396O13.14"	-0.5084327	1.890984	3.46574	0.06265246	0.1039647
"RP11-127B16.1"	-0.3453309	2.868458	3.465543	0.06265994	0.1039647
"RP11-953B20.1"	-0.5507167	1.099696	3.462089	0.06279092	0.1041679
"RN7SL87P"	-0.2639014	4.317314	3.460654	0.06284544	0.1042442
"INCA1"	0.2332814	4.79557	3.457903	0.06295009	0.1044036
"IPO7"	-0.5173736	1.249562	3.457313	0.06297257	0.1044267
"AF131215.3"	0.2932349	5.99625	3.455714	0.06303349	0.1045135
"RP1-203C2.3"	-0.3117741	1.891663	3.454477	0.06308069	0.1045775
"NME2"	0.2093595	5.942493	3.454216	0.06309065	0.1045798
"ACOT4"	0.2058099	5.712241	3.452133	0.06317019	0.1046975
"CEP164P1"	-0.1436497	6.777737	3.451777	0.06318379	0.1047058
"RP11-546O6.4"	0.2267695	5.27087	3.450526	0.06323163	0.1047709
"CNIH4"	0.3468267	1.540365	3.448843	0.06329607	0.1048634
"OSBPL9"	-0.2023238	4.067156	3.448505	0.06330899	0.1048706
"CTD-2011F17.2"	0.199715	4.603917	3.445406	0.06342782	0.1050531
"RP11-45F15.1"	0.1845488	8.008426	3.444327	0.06346925	0.1051075
"TCEAL6"	0.2691584	2.209377	3.443671	0.06349445	0.105135
"TK2"	-0.3373143	4.665141	3.442946	0.06352233	0.1051669
"MFSD7"	0.1596483	6.187458	3.440404	0.06362015	0.1053145
"RP11-46F15.2"	0.3349746	4.369522	3.439698	0.06364733	0.1053452
"FFAR4"	-0.1739583	5.674997	3.43861	0.06368927	0.1054003
"RNU6-1109P"	0.2625745	2.635467	3.437656	0.06372603	0.1054469
"NGEF"	0.2902135	3.37944	3.436925	0.06375425	0.1054793
"RNF34"	0.2218739	5.088868	3.436666	0.06376426	0.1054815
"RNU6-600P"	0.2023888	5.348698	3.431919	0.06394777	0.1057708
"WISP1-UT1"	0.3005933	3.065519	3.430884	0.06398783	0.1058227
"CACNA1D"	0.3040901	2.525056	3.429532	0.06404024	0.105895
"AC003092.2"	0.2089588	3.471831	3.428912	0.0640643	0.1059205
"RP11-72H11.1"	-0.3537762	2.636493	3.424637	0.06423036	0.1061747
"GARNL3"	-0.1672431	6.723809	3.424505	0.0642355	0.1061747
"RN7SKP287"	0.185456	7.154711	3.422647	0.06430784	0.1062799
"RP13-238N7.2"	0.3162173	2.550302	3.42093	0.06437475	0.1063761
"VWA8P1"	-0.221684	3.979769	3.420486	0.06439204	0.1063903
"FAM81B"	-0.2321122	6.798477	3.419854	0.06441672	0.1064116
"RP11-572M11.4"	-0.2216257	5.637585	3.419492	0.06443086	0.1064116
"AC008163.4"	-0.2615104	4.426283	3.419485	0.06443113	0.1064116
"AC006014.1"	-0.1861427	5.861845	3.417185	0.06452095	0.1065456
"RP11-176F3.7"	0.338834	4.67254	3.415025	0.06460543	0.1066614
"CDCA7"	-0.3240932	4.267723	3.414944	0.0646086	0.1066614
"RN7SL185P"	-0.4279581	4.003508	3.413972	0.06464665	0.1067098
"GRID2IP"	0.1566514	5.906934	3.411515	0.06474299	0.1068544
"MRPL3"	-0.2536203	9.405189	3.410539	0.0647813	0.1068888
"CTD-3020H12.3"	0.184065	6.449466	3.410537	0.06478135	0.1068888
"RP11-690I21.2"	-0.2157326	5.132722	3.409161	0.0648354	0.1069635
"RNA5SP91"	0.1551749	7.453278	3.408806	0.06484935	0.1069721
"SNORD88B"	-0.615005	1.672256	3.408222	0.06487229	0.1069842
"RP11-661P17.1"	-0.1979516	9.680427	3.408173	0.06487422	0.1069842
"RP11-38O23.4"	-0.1572055	6.192846	3.407282	0.06490929	0.1070275
"CTB-23I7.3"	-0.2220698	8.295217	3.405846	0.0649658	0.1071062
"EHHADH"	0.1448343	7.56181	3.405353	0.0649852	0.1071238
"IL15RA"	-0.3809176	1.292156	3.404587	0.06501539	0.1071591
"TYW1"	-0.2568677	3.522715	3.404189	0.06503106	0.1071704
"RGP1"	-0.1564	6.633273	3.399534	0.06521482	0.1074587
"INO80E"	0.3433988	2.493656	3.396826	0.06532201	0.1076208
"RP1-249H1.3"	0.3073327	5.661074	3.39332	0.065461	0.1078353
"AP000487.4"	-0.2800331	3.675293	3.391384	0.06553791	0.1079474
"RP11-637A17.1"	-0.1542622	6.79014	3.388598	0.06564874	0.1081154
"RNF185-AS1"	-0.1596943	7.192387	3.386096	0.06574846	0.108265
"HBCBP"	-0.3278836	4.17294	3.384672	0.06580528	0.1083439
"RP11-12D5.6"	-0.1774772	5.270872	3.383385	0.06585668	0.1084139
"RP11-575C20.1"	-0.3434976	2.407837	3.378868	0.06603741	0.1086968
"FAM210A"	0.1553452	7.32436	3.377559	0.06608988	0.1087685
"RP11-203P2.2"	0.4860936	1.855287	3.376533	0.06613102	0.1088215
"AC005621.1"	-0.2265271	5.340608	3.371371	0.06633853	0.1091483
"NDUFB4"	0.3567381	5.695612	3.370727	0.06636447	0.1091762
"ANP32B"	0.2860564	2.884787	3.369343	0.06642022	0.1092532
"RN7SL793P"	0.1662819	6.729019	3.367989	0.06647485	0.1093283
"RP11-474P2.2"	-0.2520311	4.692551	3.365415	0.06657882	0.1094846
"RNA5SP45"	0.4619453	4.796791	3.364621	0.06661093	0.1095226
"PCED1B-AS1"	-0.2926395	3.889772	3.363089	0.06667291	0.1096098
"RP11-415J8.3"	0.1743672	6.796485	3.361747	0.06672725	0.1096843
"RNU6-388P"	-0.3809543	6.027396	3.361274	0.0667464	0.109701
"RP11-179B2.2"	0.4041597	4.589469	3.359692	0.06681057	0.1097917
"RNF222"	-0.2252027	5.263085	3.358225	0.0668701	0.1098747
"RNU6-1334P"	0.1846428	5.756878	3.353893	0.06704627	0.1101494
"AL138919.1"	-0.3056834	7.588583	3.350609	0.06718016	0.1103545
"AL161652.1"	0.4265849	2.606198	3.350357	0.06719043	0.1103565
"RBBP4P1"	-0.1780431	6.4321	3.349332	0.0672323	0.1104104
"RP11-419M24.5"	0.2388389	6.372989	3.348223	0.06727761	0.11047
"HMGN1P15"	-0.280825	1.684938	3.342747	0.06750181	0.1108232
"SNAI2"	0.1452208	6.756464	3.339643	0.06762926	0.1110175
"RP5-943J3.2"	0.3971637	1.140207	3.339262	0.06764495	0.1110283
"OR7E66P"	0.2382849	4.074614	3.338536	0.06767479	0.1110624
"RNA5SP165"	-0.2337779	2.765779	3.335571	0.06779688	0.1112478
"ISYNA1"	-0.2161529	4.424222	3.330147	0.06802081	0.1116002
"MXRA7"	0.228024	6.215012	3.329782	0.06803587	0.1116099
"AC000124.1"	0.1996075	7.146079	3.329447	0.06804977	0.1116177
"M6PR"	-0.1407705	7.237697	3.32833	0.06809598	0.1116785
"RPS10P16"	-0.2120144	5.473861	3.327263	0.06814019	0.111736
"RP11-550C4.4"	0.4268561	3.098718	3.326215	0.06818361	0.1117916
"TK1"	0.254296	4.336477	3.326003	0.06819243	0.1117916
"RP3-337D23.3"	0.1820386	7.139525	3.325381	0.06821821	0.1118078
"RP11-489M13.3"	-0.166392	6.882232	3.325323	0.06822061	0.1118078
"TENM4"	-0.2865654	3.119679	3.323951	0.06827756	0.1118861
"EIF4A2P4"	0.1679299	8.750354	3.321797	0.06836706	0.111994
"RP11-165J3.5"	0.1777618	6.677311	3.321755	0.06836879	0.111994
"RP11-452G18.1"	-0.4484036	1.210919	3.321704	0.06837095	0.111994
"RP11-434H6.2"	0.2497508	7.860106	3.321198	0.06839197	0.1120134
"RN7SL243P"	-0.4138802	1.529415	3.318983	0.06848419	0.1121494
"AC114752.1"	0.2531357	6.338174	3.317309	0.06855395	0.1122486
