"identifier"	"translatedmRNA.apvEff"	"translatedmRNA.apvRvmPAdj"	"totalmRNA.apvEff"	"totalmRNA.apvRvmPAdj"	"translation.apvEff"	"translation.apvRvmPAdj"	"buffering.apvEff"	"buffering.apvRvmPAdj"	"singleRegMode"
"DOK6"	"DOK6"	0.0817939910263199	0.311053553165328	0.00667165739998588	0.913290034331142	0.0743922364283804	0.725560190935875	-0.0579438895441005	0.60190834512514	"background"
"DONSON"	"DONSON"	-0.0641894426135177	0.565964560593272	0.0263969826220869	0.824002973744594	-0.0855122671799293	0.691542568918285	0.0984115399293475	0.414933208394748	"background"
"DPCR1"	"DPCR1"	0.13654754060581	0.121329926287834	0.136234636330995	0.0611197034667874	0.247189578624006	0.322082901035644	0.206130093339707	0.169902620235301	"abundance"
"DPEP1"	"DPEP1"	0.620518106888575	0.00400536995690969	0.482589545917293	0.00443385860662275	0.388220906049077	0.247510330286	-0.224730858421009	0.411717032840702	"abundance"
"DPEP2"	"DPEP2"	0.021044434385491	0.856900997751324	-0.295659615492035	0.00615714496725737	0.700723218058393	0.191256622497552	-0.299672613190527	0.0890964608647892	"buffering"
"DPEP3"	"DPEP3"	0.0226635681112581	0.737271636206034	-0.176044682368079	0.020749907838589	0.139894885312206	0.572969635972799	-0.190674602408078	0.167047001381362	"background"
"DPF1"	"DPF1"	0.113090088213698	0.151150419179728	0.0847111042832083	0.124849202524105	0.0661310107858655	0.770754924136991	0.0725400459808805	0.51285057065905	"background"
"DPF2"	"DPF2"	-0.0410520110064703	0.870837050530048	0.0227311701536883	0.883749103983067	-0.0465939412887029	0.922043652282603	0.0264158996422335	0.910658676875873	"background"
"DPH6"	"DPH6"	-0.308760677689503	0.13355738083623	-0.394668130646714	0.155250313685381	-0.0661917154951022	0.811875620816205	0.00260539573583513	0.991474247414724	"background"
"DPH6-AS1"	"DPH6-AS1"	-0.0179543380624994	0.838148156646367	-0.117258262320307	0.0541011419819387	0.551753710616556	0.122450722321603	-0.115219553595331	0.321428745146007	"background"
"DPP6"	"DPP6"	-0.531283833968122	0.136854798516031	-0.205058038209217	0.531005107848826	-0.499108956354791	0.396428034327727	-0.11455343333575	0.82668969701003	"background"
"DPP7"	"DPP7"	-0.368871513166126	0.0422539209069646	-0.384061204343013	0.0383795039942991	-0.234412764391702	0.527983581678852	-0.231490572096087	0.356178273900199	"abundance"
"DPP8"	"DPP8"	-1.22679466687391	0.150625195134184	-0.820913602988153	0.0173919371562867	-0.0601894315133367	0.97981147688623	-0.683347253179267	0.138054405867395	"background"
"DPP9"	"DPP9"	-0.113371583697218	0.201327355879145	-0.140901602852339	0.109943354376441	-0.0974305594349252	0.696146344173921	-0.123361584508625	0.401298400712972	"background"
"DPPA2P3"	"DPPA2P3"	-0.484461543455311	0.012940725609755	-0.509295361337837	0.00382555797845816	0.0838770886167852	0.891640103898513	-0.288156457374292	0.190634960345662	"abundance"
"DPPA3P2"	"DPPA3P2"	0.188591711364056	0.0639863450243565	0.0183415820124804	0.795459948326664	0.190380798385904	0.421649435160214	0.0381993560712068	0.772275360505969	"background"
"DPPA4"	"DPPA4"	-0.441862861388063	0.0934214312170227	-0.57605626517317	0.236173962007318	-0.351258073357789	0.456962202028594	-0.25318098338334	0.703559258225356	"background"
"DPPA5"	"DPPA5"	-0.274785563021971	0.116662789165661	-0.397973398678247	0.00953427816861245	-0.402713384632017	0.530409965179873	-0.421771891825311	0.0946245775183718	"abundance"
"DPPA5P2"	"DPPA5P2"	0.671162316423917	0.0037789963479771	0.632349503932494	0.00403506437580768	0.476068387131154	0.178563189359013	-0.402564103441414	0.131560640566208	"abundance"
"DPT"	"DPT"	0.0995653261507865	0.752129814651918	-0.6176537815434	0.00500583950909061	-0.64070911408955	0.335497928374517	-0.60652414532399	0.0585721041972718	"buffering"
"DPY19L1P2"	"DPY19L1P2"	0.460885994637771	0.00710089528848544	0.151264020396273	0.0536194579013133	0.401744958078686	0.18961539081198	0.0538015219913786	0.755858872433274	"abundance"
"DPY19L4"	"DPY19L4"	-0.74978924746712	0.324137459955461	-0.142623584860746	0.547058872035368	-0.504766902129702	0.638291052397145	-0.0136630111817921	0.968585417753905	"background"
"DPYS"	"DPYS"	-0.590504590805227	0.0122183840247111	-0.725863295797036	0.00181245533250836	0.0699329594107896	0.91573518750682	-0.652225055698259	0.0489990563713781	"abundance"
"DRAXIN"	"DRAXIN"	0.0806519791344731	0.68936763670033	0.10376001737683	0.144578652758899	0.516812300831075	0.136434692100096	0.121739359559122	0.304005919801544	"background"
"DRD1"	"DRD1"	0.869067820977856	0.00454675337411282	0.906450627775453	0.0055671160558482	0.963785311218052	0.140122565835205	1.09356234004152	0.0835389232990348	"abundance"
"DRD5P1"	"DRD5P1"	0.0944066146997866	0.318558672148819	0.0642310496105596	0.889448245263902	0.10277194695934	0.635717043727155	0.639230989127954	0.127242320437761	"background"
"DRG1"	"DRG1"	0.384066094125606	0.169597363588902	0.425688561151676	0.0294569764872334	0.647157355511501	0.33534353847715	0.49125176852936	0.118695918020822	"background"
"DRG2"	"DRG2"	0.626654620673391	0.0414829321453948	0.160772953581816	0.842383378913452	0.590177018473162	0.154763409033723	-1.69979786229089	0.118925738049584	"background"
"DSC1"	"DSC1"	0.422024770615145	0.012727973875907	0.28937939923007	0.00676029166873708	-0.166599271980004	0.618699352535453	0.165244991037018	0.227946382172339	"abundance"
"DSCAM-AS1"	"DSCAM-AS1"	0.105514682358399	0.384889236922572	-0.158347488445196	0.0778608394036764	0.056594605263264	0.844424938220067	-0.147488078492961	0.307584425334522	"background"
"DSCAML1"	"DSCAML1"	0.784284419108019	0.00366298247074059	0.633809733570541	0.00181245533250836	0.694424824609857	0.149258857862095	0.589330948827445	0.0610173618540871	"abundance"
"DSCR10"	"DSCR10"	1.45564818570522	0.00721449976592261	0.884239913166555	0.0436904558134038	1.33898045510461	0.196450206422732	0.573724451323589	0.650291355717214	"abundance"
"DSCR4"	"DSCR4"	0.236285776617892	0.0453996395785416	0.190944525071853	0.0456095781843091	0.0581737622759118	0.812022523685554	0.0117190119030068	0.92811287578094	"abundance"
"DSCR4-IT1"	"DSCR4-IT1"	-0.657883999649357	0.00434465903546462	-0.602285042966669	0.00244260220928034	-0.106539757582932	0.727770096192446	-0.160473571193138	0.30116015712785	"abundance"
"DSCR9"	"DSCR9"	0.52307619788544	0.00480842349917803	0.412017887332097	0.0046574050181624	0.174508512365658	0.44802598275891	-0.153801098271892	0.248964982339721	"abundance"
"DSG2"	"DSG2"	-0.318497619027269	0.0122658783272335	-0.304950823983616	0.00482668392141667	0.035054576118501	0.929187755882594	-0.196733235692191	0.189830014029245	"abundance"
"DSN1"	"DSN1"	0.0368019798049062	0.592929378372259	0.0651952025041158	0.41214534996678	0.0464096988575688	0.834693779393432	0.105992615717872	0.441039683354168	"background"
"DSPP"	"DSPP"	0.167820564299396	0.0646402780812705	0.154286859598747	0.0785008691080144	0.168553581413704	0.463836862735641	0.156438550334546	0.399579625922581	"abundance"
"DSTNP2"	"DSTNP2"	-0.704356742730248	0.0204842392900334	-0.593946390489769	0.00243741215026237	0.190247617769388	0.782641474452925	-0.512334627862465	0.0753707792668586	"abundance"
"DSTNP4"	"DSTNP4"	-0.107030713525555	0.143868348813591	-0.214430176259164	0.0162679380497411	-0.0430941113215955	0.848280928587989	-0.0583712798958409	0.611491768773898	"abundance"
"DTL"	"DTL"	-0.469018762204997	0.0169371797261575	-0.34120407376056	0.00768698310277443	-1.0087884140918	0.144043112180073	-0.507436688993646	0.0658296167290242	"abundance"
"DTNA"	"DTNA"	0.215199161692887	0.327076278573017	0.160176478758095	0.512120461473099	0.0795607057759014	0.704879810906117	-0.0939447646006571	0.400318417006393	"background"
"DTNBP1"	"DTNBP1"	0.250511276827354	0.372962660136867	0.256559756920451	0.399022235201536	0.0988609451445186	0.821369714921955	0.0735270504433693	0.837539924909277	"background"
"DTX3"	"DTX3"	-0.00645460301053558	0.984285664563383	0.0591927217669254	0.589337577113146	-0.0546856215345398	0.927474154511017	0.0597066141802823	0.7306861244171	"background"
"DUOX1"	"DUOX1"	0.164160080627312	0.120143796205677	0.123452891315967	0.209773194232407	0.0981490016027124	0.672911558114835	-0.00208723187345061	0.989439041854284	"background"
"DUOXA1"	"DUOXA1"	0.345278576761563	0.0079918926070438	0.0938140947253503	0.104014828066348	0.364947192549241	0.190463509915184	0.177217876751283	0.233571855584723	"abundance"
"DUPD1"	"DUPD1"	0.140975479354683	0.162002516296597	0.13754950597025	0.138954351632773	0.0386595621004542	0.875135704759514	0.0216931924614077	0.866057027679318	"background"
"DUS2"	"DUS2"	0.471321318434448	0.0104913748672784	0.402022186005645	0.00661029050616803	0.0607063817527793	0.85894984199963	0.130192200622259	0.391914091801817	"abundance"
"DUS3L"	"DUS3L"	-0.352611353075012	0.167404746684778	-0.289182523746877	0.591570715329011	-0.347178221189937	0.435143504428889	-0.250826943439547	0.781680077544751	"background"
"DUSP11"	"DUSP11"	-0.102397074626531	0.46131526144761	0.665854839035117	0.0103215534401698	0.118366451135809	0.767524176197445	0.620570423296501	0.0805323589204676	"buffering"
"DUSP18"	"DUSP18"	-0.156532530473777	0.0977477729761075	-0.161659094220427	0.0627214460046894	-0.0383147233019407	0.870320621151033	-0.0339036323409667	0.781680077544751	"abundance"
"DUSP2"	"DUSP2"	-0.248355325952474	0.0545524406293483	-0.121259421407824	0.070938569383216	0.0106067344657319	0.969309326932185	-0.0491579777327633	0.663373265581492	"abundance"
"DUSP22"	"DUSP22"	0.00294316242858272	0.982302025126323	-0.00176666175954665	0.988165336613718	0.0045288793610343	0.987733355511528	-0.00395404069112937	0.978720750239044	"background"
"DUSP28"	"DUSP28"	-0.560764931144905	0.273953639581661	0.35523187627537	0.122661690797704	-0.305491810301239	0.716847716332922	0.288741806382609	0.393312612387997	"background"
"DUSP5P1"	"DUSP5P1"	-0.0113124281863648	0.901561022792457	0.0319828071069121	0.655493318283173	-0.0427485192906012	0.849552418785058	0.0411247500820644	0.721552854672478	"background"
"DUSP8"	"DUSP8"	-0.484642529342607	0.00812118555491329	-0.526772577909378	0.0019775104651016	-1.26267743817685	0.0925439337039008	-0.623141320265948	0.0487258401784301	"abundance"
"DUSP8P4"	"DUSP8P4"	-0.058973667818079	0.6128289954006	-0.0903406578597186	0.209773194232407	-0.115034481446433	0.657385231325146	-0.0997986363121304	0.436741807877621	"background"
"DUT"	"DUT"	0.132181189062443	0.568910235158676	-0.0683735593291657	0.667067462586178	0.165241067398884	0.681846615369211	-0.0985416983132761	0.676116321194636	"background"
"DUTP2"	"DUTP2"	-0.217924961325234	0.0573951851116179	-0.277183185097436	0.0076142052941286	-0.201156729511498	0.644930407633634	-0.274459219421009	0.118954592810393	"abundance"
"DUTP3"	"DUTP3"	-0.399766889259054	0.00689371315530719	-0.48563826607591	0.00189072414041205	1.32813308071366	0.0543374330822683	-0.40615800400267	0.0592023888231346	"abundance"
"DUTP5"	"DUTP5"	-0.0369573086966317	0.840381239822649	0.12248095092336	0.454040367871348	-0.167047029916119	0.44802598275891	0.156984910271659	0.21964215092953	"background"
"DUX4L13"	"DUX4L13"	0.330648020111437	0.0319339048066695	0.255994657136982	0.018644597886838	-0.0584783941719325	0.831340540573368	0.0772989973231035	0.537355504100797	"abundance"
"DUX4L15"	"DUX4L15"	0.341195073362252	0.0139839248707324	0.254565261092182	0.0140788862371467	0.193653683926346	0.460131483097046	0.122590201358895	0.408472388779773	"abundance"
"DUX4L17"	"DUX4L17"	0.458881176858504	0.0121253818821602	0.173515340132759	0.09539222637759	0.499105105833708	0.174587818463812	0.261935870815825	0.262238340569684	"abundance"
"DUX4L19"	"DUX4L19"	-0.41117271014535	0.386310782665996	-0.562159697029508	0.158370785049095	-0.114228878320282	0.902889329983255	-0.429451577789874	0.386039960690487	"background"
"DUX4L2"	"DUX4L2"	0.230164350374355	0.0253088264545241	0.154344698470225	0.0729525484646351	0.17466838232529	0.439352656093817	-0.158289949925869	0.289928589231355	"abundance"
"DUX4L5"	"DUX4L5"	0.117515716786547	0.175731265792722	0.0472410374213732	0.413145968365984	0.104741098680551	0.644123227525145	0.0319024342821823	0.795456694609556	"background"
"DUX4L9"	"DUX4L9"	0.423275300156393	0.0769762885431497	0.072786713841246	0.663226794473418	0.394868996520795	0.31764192329707	-0.050057891280367	0.876175940590052	"background"
"DUXAP1"	"DUXAP1"	-0.389950485748721	0.121877071746959	-0.864321365230193	0.127859379620009	-0.136574221496208	0.728686254487216	-0.223575494086506	0.676816335097161	"abundance"
"DUXAP5"	"DUXAP5"	-0.816239581364545	0.00446350446326789	-0.760869181501237	0.00202825932782913	-0.0449198215844642	0.945380186045519	-0.406021724035808	0.267069769628944	"abundance"
"DUXAP6"	"DUXAP6"	-0.0681709877000687	0.313713032603344	-0.227017926032768	0.013233782023021	0.016549255053163	0.945380186045519	-0.0972705971656511	0.395452916172017	"background"
"DUXAP8"	"DUXAP8"	-0.0572552134320095	0.716128198366629	0.151289734091967	0.0803447905996757	0.0745766039145535	0.836096180494749	0.143878761323655	0.305676037854568	"background"
"DVL2"	"DVL2"	0.00184413177082554	0.98410231079527	0.0362879796992273	0.571632030172552	-0.00554115324044346	0.985090939488605	0.036109520080867	0.772652354973187	"background"
"DXO"	"DXO"	-0.422761619068285	0.277385070024068	-0.12382569482679	0.748888131824544	-0.317124655859206	0.393535845917548	0.265138483718326	0.358961806499047	"background"
"DYNAP"	"DYNAP"	0.960731885379163	0.00425926758158017	0.989676330626698	0.00181245533250836	0.283802033762251	0.480847762382328	0.687948577319468	0.0829675521645313	"abundance"
"DYNLL1P1"	"DYNLL1P1"	0.891671497341923	0.00357629289679827	0.907761684567637	0.00256581750821434	0.559022870806482	0.119466172602634	-1.31129985807316	0.039666614227536	"abundance"
"DYNLL2"	"DYNLL2"	0.953055923611429	0.0245762684651855	0.392304640591325	0.0917945521133954	1.18841345103012	0.162518965709841	0.665402715055779	0.187249807479342	"abundance"
"DYNLRB2"	"DYNLRB2"	-0.131955702426827	0.529244585491098	-0.307985068243789	0.0955663140822601	0.0202553397925618	0.969580642525395	-0.269992047619646	0.288734653707396	"background"
"DYNLT3P2"	"DYNLT3P2"	1.79157207292039	0.00365904462650463	1.37575075346915	0.00172774828768361	2.06576566526822	0.262941943548632	1.44256459608253	0.0596716779191955	"abundance"
"DYSF"	"DYSF"	0.222479665705352	0.0679040196112802	0.0957330767705598	0.186512591816271	0.298599328768246	0.281147218071842	0.169988028916011	0.253005068514295	"background"
"DZANK1"	"DZANK1"	-0.885796628260435	0.0514590009728832	-0.794001909321437	0.223856345930217	-1.06681061096904	0.205970559627404	-1.44022435744351	0.212718284417503	"background"
"E2F6"	"E2F6"	-0.329144978900267	0.15946366788262	-0.21445938324008	0.0331713775592324	0.187543034830317	0.695474015639111	-0.154866367619647	0.288891842774325	"background"
"EAF1"	"EAF1"	0.800283451754457	0.00375934453618684	0.675131648389712	0.00188072516741488	0.197418998915444	0.550166745574242	0.235389635205609	0.196796902268921	"abundance"
"EARS2"	"EARS2"	0.677035910826854	0.0045906312803999	0.550367631240987	0.00187504414380827	-0.483828147605823	0.22615137300405	0.380600515280328	0.0754249286743125	"abundance"
"EBAG9"	"EBAG9"	-0.0381574361926433	0.768379838123018	0.10395984422296	0.34214981868781	-0.126447420187815	0.611276344617938	0.12875033729195	0.377196365415307	"background"
"EBAG9P1"	"EBAG9P1"	-0.129460272520373	0.153112648889356	0.0310509579999145	0.677889462690513	-0.117851742906043	0.600705947023766	-0.0321528405677221	0.81738379457907	"background"
"EBLN1"	"EBLN1"	-0.0802465945729107	0.30122483166729	-0.177423097748395	0.0437975869990644	-0.065250201278527	0.79553508439569	-0.167220805231765	0.249666394483144	"background"
"EBPL"	"EBPL"	1.29992623426424	0.0120068085712219	0.983196798944141	0.188255405645155	1.33833685422002	0.138637920101781	1.27557970654013	0.58415560214977	"translation"
"ECD"	"ECD"	1.6582701390855	0.0123318986931543	1.54869012049781	0.00172774828768361	6.26122218629053	0.0369645912977115	1.86309471994629	0.037255450307249	"abundance"
"ECEL1"	"ECEL1"	0.125387101147456	0.21904933697187	0.149083565053273	0.0487382216947425	0.10424548404179	0.701839232256791	0.144849795557656	0.275395070500859	"background"
"ECH1"	"ECH1"	0.134820166422438	0.118098705188725	0.0513568618706106	0.469429291561524	0.10371798117278	0.63043074311567	-0.0953250200712521	0.431668499709111	"background"
"ECHDC3"	"ECHDC3"	-0.995808475126672	0.00361854269228114	-0.783338546188719	0.00205537715647487	-1.59249945835416	0.0482820069004915	-1.51225141469571	0.037255450307249	"abundance"
"ECI1"	"ECI1"	-0.673473709645542	0.19352531386594	-0.761251039482714	0.104550059912819	-0.632848072848145	0.500956877582035	-0.735481132300466	0.279438511980335	"background"
"EDA2R"	"EDA2R"	-0.327960410589573	0.0321996847104498	-0.327702259064738	0.168597352135522	-0.20792094921513	0.388291709909298	0.386737914146923	0.172542909751629	"background"
"EDARADD"	"EDARADD"	0.227114173785659	0.316864708372705	0.208705379306634	0.0945929257525507	0.536736648327635	0.236612865751207	0.27845897376182	0.15787199230408	"background"
"EDDM3A"	"EDDM3A"	0.332213742733944	0.0095046640460108	0.0749308325494615	0.16754343660986	0.387386961266241	0.176350111053915	0.182778534284438	0.197026564933281	"background"
"EDEM2"	"EDEM2"	-0.0647173957587889	0.724309700599026	0.176119966200677	0.341524292130179	-0.11259262844963	0.757278160394988	0.194917302158093	0.457489979399148	"background"
"EDN1"	"EDN1"	0.44867339169721	0.0161165494302469	0.366869004482202	0.00388580534501487	-0.651583708693765	0.115547760479094	0.238643967752842	0.121024861640534	"abundance"
"EDNRB-AS1"	"EDNRB-AS1"	-0.715682489217925	0.00483225106975985	-0.624654639458599	0.00460113047177464	-0.193842603278108	0.46217346241377	0.0601814925258637	0.700448043132189	"abundance"
"EEA1"	"EEA1"	0.0599299945623173	0.644983509391961	-0.0465695677864044	0.40385417849037	0.132040753172902	0.630611882174889	-0.0528740941922337	0.646138200844851	"background"
"EED"	"EED"	-0.793632997679987	0.00876315736219786	-0.533804200241434	0.0193171785204726	-0.54293045335369	0.314166661635898	-0.181105299695859	0.513188060325706	"abundance"
"EEF1A1P1"	"EEF1A1P1"	0.141233174905367	0.166285910611254	0.0597722652042481	0.287077228647678	0.114617647384612	0.63781734055473	0.0493461132761888	0.675189968087501	"background"
"EEF1A1P11"	"EEF1A1P11"	0.312498198435851	0.0184137376524404	0.272598324997646	0.00761160709439446	0.160897885554765	0.742963841986515	0.230057799765826	0.166618390315349	"abundance"
"EEF1A1P14"	"EEF1A1P14"	-0.189683972606247	0.204995044425948	-0.332169779874996	0.00614942229047018	-0.460754768563685	0.476847377785198	-0.347175923988671	0.0858686378607887	"background"
"EEF1A1P15"	"EEF1A1P15"	-0.0343591854405183	0.862758268427783	-0.0153906683854279	0.916351554306622	-0.0230769977487575	0.949694462898789	-0.00126082146897888	0.994482878008801	"background"
"EEF1A1P16"	"EEF1A1P16"	0.717871823292367	0.0268200945376114	-0.53187950338829	0.053176890039798	0.973683071716396	0.141188562169592	-0.868899132803458	0.195314833609156	"translation"
"EEF1A1P19"	"EEF1A1P19"	0.169905669802404	0.0522153876183288	0.0335569802964137	0.559797826657287	0.169000100880645	0.446243672586368	0.02212967188966	0.873808293908282	"background"
"EEF1A1P25"	"EEF1A1P25"	-0.50089745289916	0.00614100164661831	-0.395839394673932	0.00517126955510573	-0.575934123662534	0.161580407483461	-0.469166039053368	0.109621814048329	"abundance"
"EEF1A1P27"	"EEF1A1P27"	-0.639661458698652	0.0136908307891683	-0.554347157035598	0.0112248133010689	-0.943125506077554	0.158161351066351	-0.804772774968642	0.0982361158394296	"abundance"
"EEF1A1P3"	"EEF1A1P3"	-1.00928752170526	0.0121479365907916	-0.966678821266776	0.00196171104492003	1.39354988945655	0.14540835266669	-0.599039097581898	0.054712797944651	"abundance"
"EEF1A1P32"	"EEF1A1P32"	0.289734422761866	0.0287097904079388	0.10321774086475	0.156994327276897	0.294209454747849	0.297844435271816	0.109622811422177	0.415988538956263	"background"
"EEF1A1P41"	"EEF1A1P41"	0.379974269434884	0.105136302868328	-0.231309033874733	0.282531405640973	0.356027958168213	0.412999183639025	-0.187092621229125	0.56716559979222	"background"
"EEF1A1P5"	"EEF1A1P5"	-0.076557616429251	0.306817019697307	-0.192478777936404	0.0376684452426354	0.044148214490336	0.84160332617149	-0.0868636971326557	0.453373524967939	"background"
"EEF1A1P7"	"EEF1A1P7"	0.485510947110399	0.00431581971666125	0.43506310325179	0.00268066304285836	0.66824552472182	0.0927158994558046	1.28716532484301	0.037255450307249	"abundance"
"EEF1B2"	"EEF1B2"	-0.749396275160895	0.00869303045604872	-0.747986712637517	0.0030319093463616	0.277244116323259	0.497947724384846	-0.304151070183199	0.162938384850922	"abundance"
"EEF1B2P2"	"EEF1B2P2"	0.719756921909365	0.0244072239234169	0.49655660171194	0.0438094945143861	0.321207395293017	0.501332933936255	0.0478458706145044	0.882706440008167	"abundance"
"EEF1B2P4"	"EEF1B2P4"	0.652542924958835	0.00437583834458135	0.589560634532545	0.00258344913237527	0.31507533510844	0.532040578641402	0.303993521207515	0.202791716961586	"abundance"
"EEF1E1"	"EEF1E1"	-0.40622423949964	0.0177605159478847	-0.510460992694544	0.00517126955510573	0.0959668544318459	0.78628814457916	-0.221921095431033	0.230294162777046	"abundance"
"EEF1GP1"	"EEF1GP1"	-0.330470337258045	0.0185548812915111	-0.208736697418828	0.0198406198689669	-0.481575746499568	0.192987049060141	-0.286310551779034	0.119832128128456	"abundance"
"EEF1GP7"	"EEF1GP7"	0.137907343261474	0.135317260017172	0.101558500305453	0.244769402625825	0.208076858952485	0.364232879094409	0.272891027289031	0.10534662200206	"background"
"EEFSEC"	"EEFSEC"	0.538004680024685	0.00409225756736158	0.431052243845129	0.00298189393106852	0.682553860247	0.0997814812955349	0.756295202772876	0.0437768607854365	"abundance"
"EFCAB10"	"EFCAB10"	0.602712838748324	0.00375934453618684	0.503634063113156	0.00239970703143333	0.50885355832119	0.141190535051171	-0.574398387324196	0.0548028484887351	"abundance"
"EFCAB11"	"EFCAB11"	-0.347210374017624	0.0145796664803163	-0.441767101441003	0.00411532109884564	-0.477871818825894	0.199879952934444	-0.522601729993359	0.0588519953807772	"abundance"
"EFCAB14-AS1"	"EFCAB14-AS1"	0.272159798971798	0.0902569610420213	0.304138914834264	0.165981781739845	0.281647057673104	0.400431404706088	0.326980193180369	0.313867460435436	"background"
"EFHB"	"EFHB"	-0.365689338608079	0.0186369532031047	-0.357407520233471	0.0129897165494142	-0.281823761940415	0.504166937224831	-0.277646380109071	0.19629398280707	"abundance"
"EFHC2"	"EFHC2"	-0.0301064691528508	0.855624272504696	-0.085291996234381	0.443175699652402	-0.0758613187404613	0.817410168682406	-0.0928058261124591	0.582553045263094	"background"
"EFNA1"	"EFNA1"	0.0596569721144213	0.660849706488434	0.0388351262530229	0.648759561426189	0.0633298373784701	0.832527307927274	0.0408805103048948	0.781753481177346	"background"
"EFNA2"	"EFNA2"	0.625531730526331	0.00382988277185148	0.446415910799972	0.00272330610372603	0.831297439278277	0.103879877781966	0.680215358260959	0.052847222900657	"abundance"
"EFNA4"	"EFNA4"	-0.776325296300982	0.0356040265590047	-0.0767145323278793	0.849327882879691	-0.757990391882021	0.190411213237436	0.350523215532624	0.711853002911377	"background"
"EFNB2"	"EFNB2"	0.175714077578749	0.0540461443387707	0.175021001968465	0.0419072842511568	0.170880030697121	0.456980130273211	0.164393662271823	0.288770494748904	"abundance"
"EFS"	"EFS"	-0.59816473220127	0.0206978255109636	-0.216152552472639	0.421583466477099	-0.699421686341548	0.113021605078576	-1.01758259646024	0.0869004214631984	"translation"
"EGF"	"EGF"	0.144324497687253	0.217624219680833	0.237105353983376	0.0133172335557184	-0.0303376049578077	0.932980984705152	0.221777544500572	0.148772654643489	"background"
"EGFLAM-AS1"	"EGFLAM-AS1"	0.220228209289867	0.0826389754537479	0.0742052406320513	0.379027784708982	0.185356383758091	0.471418874825393	0.00434291595007341	0.978936546969587	"background"
"EGFLAM-AS2"	"EGFLAM-AS2"	0.650809168215546	0.0869866510256137	0.583528326388064	0.0305071150759351	0.870460241424327	0.412663175827676	0.670560489111097	0.120892382695563	"abundance"
"EGFR-AS1"	"EGFR-AS1"	-0.0390102182787295	0.561478731163116	-0.014647991526175	0.82133045279693	-0.0375552228468248	0.868557482846253	0.00847091366628616	0.949946726946206	"background"
"EGLN3"	"EGLN3"	-0.535628477738371	0.00565404491436344	-0.502714535658618	0.00295818814082141	-0.772478986651874	0.120338363316075	-0.665533434511573	0.0646346114263667	"abundance"
"EGR1"	"EGR1"	0.327234940428499	0.317472674812825	0.475275974661894	0.00504971206012699	-0.447514142654711	0.584263469257336	0.45164742262463	0.0749842698339156	"background"
"EGR3"	"EGR3"	0.03226376840661	0.853704256470717	-0.140130428458463	0.338490386918422	-0.0605788920297687	0.853026979629665	-0.124256645039973	0.510198308286836	"background"
"EHBP1L1"	"EHBP1L1"	-0.410285415769092	0.0195810194470131	-0.288552025143418	0.00732365124638996	-0.16282809535837	0.711974226802039	-0.248884647903858	0.177182230476615	"abundance"
"EHD1"	"EHD1"	-0.0659498465494917	0.352301630860854	-0.117058043484234	0.0537342720922129	0.32985877239572	0.212953660772394	-0.0987534007891142	0.379965278639904	"background"
"EHD2"	"EHD2"	-1.00063044613232	0.00551924253719112	-0.881816387027212	0.00172774828768361	0.499298472342031	0.619196231866062	-0.696074084933468	0.0504576142001648	"abundance"
"EHD4"	"EHD4"	-0.0993464726851023	0.354931086611909	-0.100428278433607	0.235202686178013	-0.0307638732122526	0.909546289799228	-0.0582161121237372	0.669158366908431	"background"
"EHHADH"	"EHHADH"	0.168183975685135	0.0743545455563863	0.128925664414823	0.080367674662509	0.058504903697	0.793258454314311	0.0050502380566142	0.968585417753905	"abundance"
"EHMT2"	"EHMT2"	-0.12211793911842	0.321514935413468	-0.32632793804411	0.0688865755509722	0.0917927605591575	0.697808451915316	-0.175680692746583	0.266288164739139	"background"
"EI24P3"	"EI24P3"	0.237835308085995	0.0543300245237661	-0.114526292272205	0.0991818414893826	0.460232153323197	0.141408737496966	-0.236705582216442	0.11891190084493	"translation"
"EID2B"	"EID2B"	0.109057288700542	0.911809390808478	-0.391961944173194	0.355773387780434	0.740094861935082	0.517208150566646	-0.426051445805295	0.334881981930161	"background"
"EIF1"	"EIF1"	-0.207389096316263	0.0673362352013929	0.123301146684966	0.537333794711703	-0.186918210192387	0.436263467936645	-0.188404057509128	0.484516963591937	"background"
"EIF1AD"	"EIF1AD"	0.0853296499943053	0.535548505113799	0.0409006601355006	0.62247123286391	0.0306286109262297	0.909546289799228	0.00337623137430443	0.980304844834356	"background"
"EIF1AXP2"	"EIF1AXP2"	0.104532830728666	0.702771104952643	-0.375253079073122	0.0498707446438749	-0.147121044869491	0.839709229329284	-0.3552702940373	0.17735744623681	"background"
"EIF1B"	"EIF1B"	0.0324668654288329	0.630867351225256	0.0768655297271028	0.144658087986205	-0.0685035188447403	0.750970771655916	0.0714594888216471	0.513472777448314	"background"
"EIF2AK4"	"EIF2AK4"	-0.576640878297439	0.0087514497136572	-0.537618516940852	0.00450681268714726	0.114549021120618	0.640566377644841	-0.106118795402672	0.369313472918644	"abundance"
"EIF2B5-AS1"	"EIF2B5-AS1"	-0.614014728457652	0.122432154097928	0.0626882151299661	0.832474232227531	-0.606624096671298	0.348921580910206	0.011999169739448	0.984040505551651	"background"
"EIF2S2P3"	"EIF2S2P3"	0.950267636460807	0.0049984621828292	0.885270756140044	0.00202825932782913	-0.0430940318504871	0.94932189666473	0.497184199288513	0.168014568099425	"abundance"
