"identifier"	"translatedmRNA.apvEff"	"translatedmRNA.apvRvmPAdj"	"totalmRNA.apvEff"	"totalmRNA.apvRvmPAdj"	"translation.apvEff"	"translation.apvRvmPAdj"	"buffering.apvEff"	"buffering.apvRvmPAdj"	"singleRegMode"
"RP11-145M9.6"	"RP11-145M9.6"	0.225504756386179	0.0387448145065683	0.171357800600981	0.0355895310509528	0.403277683310673	0.176389929166445	0.310498744818023	0.0922162986039964	"abundance"
"RP11-146D12.5"	"RP11-146D12.5"	1.08577993760267	0.0607276294554772	0.492107318166366	0.39158739733996	0.900698754620143	0.279938760589094	-0.144057130562019	0.88392685055553	"background"
"RP11-146E23.2"	"RP11-146E23.2"	-0.197928654070306	0.0733814411777217	-0.188301515157875	0.0551275926886995	-0.161770332108908	0.535958788126292	-0.152672595837549	0.404196777241137	"abundance"
"RP11-146I2.1"	"RP11-146I2.1"	-0.267647067349404	0.0564593023387802	-0.0709629584542411	0.541183457236913	-0.232471619981461	0.370072521558368	0.118868145162401	0.481296355962589	"background"
"RP11-146N23.1"	"RP11-146N23.1"	0.718232339053495	0.00381113400799198	0.59297487067982	0.0229586968082534	0.870972046813684	0.0698933581521886	2.77825542192576	0.037255450307249	"abundance"
"RP11-146P2.1"	"RP11-146P2.1"	0.148780478814983	0.107142163210807	0.143801811820413	0.0649502711465274	0.123872244236026	0.596192985981712	0.123599918635859	0.437013446900718	"abundance"
"RP11-147C23.1"	"RP11-147C23.1"	-0.20959830632671	0.541197894542695	-0.330632683320171	0.414822955897704	-0.370560852903534	0.483325870099721	-0.477033873637762	0.33808021442103	"background"
"RP11-147L13.2"	"RP11-147L13.2"	-0.0118076657761002	0.943388915182815	0.260908913323544	0.0368053993839444	-0.321513771792395	0.411801033401217	0.265170051123427	0.139947037541498	"buffering"
"RP11-148B18.4"	"RP11-148B18.4"	-0.284762474939034	0.0340770538639945	-0.230379833745116	0.0360884220773126	-0.217948153159138	0.467633121358318	-0.161255274409264	0.374311204752366	"abundance"
"RP11-148B3.2"	"RP11-148B3.2"	0.825289290454306	0.00379792525446673	0.735073877619601	0.0040071194196635	0.485811857340194	0.204905886214335	-0.163657749853566	0.656828979406156	"abundance"
"RP11-148B6.2"	"RP11-148B6.2"	0.639527675745939	0.00437055228523817	0.593295309161212	0.00239970703143333	0.238902173893788	0.627439893282757	0.292500341381058	0.2755526325672	"abundance"
"RP11-148K1.12"	"RP11-148K1.12"	0.0562381709256217	0.653812607582483	-0.0364865217102111	0.609058510269514	0.110781935256552	0.645442550915483	-0.0582179341319771	0.626250748352892	"background"
"RP11-148M9.1"	"RP11-148M9.1"	-0.292736128541183	0.0252832729750171	-0.331355338322784	0.00889063539223002	-0.185380625572374	0.601343960776603	-0.263627857143169	0.187154034706352	"abundance"
"RP11-148O21.4"	"RP11-148O21.4"	-0.0250386378348963	0.812262701543248	0.102451571824793	0.274085297561308	-0.0952520228493992	0.686810002001943	0.11823732885036	0.395158997505196	"background"
"RP11-149A7.1"	"RP11-149A7.1"	0.0257739787933495	0.765697550297499	0.0170431420014507	0.837016544055882	0.0140998971696056	0.95443259597873	-0.00783043881277123	0.952558637471972	"background"
"RP11-149I2.4"	"RP11-149I2.4"	-0.214230436074937	0.672542211063656	-0.0958558013888364	0.887423882239227	-0.186458663087556	0.81788070227031	0.0117180814468711	0.989991914177689	"background"
"RP11-149I23.3"	"RP11-149I23.3"	-0.0706507117856372	0.525162777146218	-0.0171956904224686	0.885795333314091	-0.0593136181501364	0.802785924272365	0.0485810968914695	0.73633757886864	"background"
"RP11-149I9.2"	"RP11-149I9.2"	-0.249475256368068	0.499413364028951	-1.37489021161085	0.00860637430625802	0.374755266378135	0.655051052490148	-1.30548746391977	0.0665232505324972	"buffering"
"RP11-149P14.1"	"RP11-149P14.1"	0.777449605473995	0.0145395403829565	0.589930312204486	0.00999569032636981	0.0141940934573963	0.97981147688623	0.13763273512021	0.415248552926986	"abundance"
"RP11-14D22.2"	"RP11-14D22.2"	-0.0518180300842364	0.451522614373926	-0.0046543180269385	0.934127026282536	-0.0523540748541063	0.813249682290426	-0.0133059669276001	0.912925931000855	"background"
"RP11-14I17.2"	"RP11-14I17.2"	-0.00295960312140942	0.979712570336428	-0.123865499695261	0.178589060336012	0.142476140031865	0.530425465358157	-0.121820442570914	0.326138952048807	"background"
"RP11-150L8.4"	"RP11-150L8.4"	0.930889457204338	0.00851602648590108	0.974109364992946	0.00172774828768361	-0.774262309750225	0.388970999810549	0.899671323414385	0.0410990275263919	"abundance"
"RP11-150O12.2"	"RP11-150O12.2"	-0.494821336826231	0.519626806529449	-2.21474091168735	0.00461848691362774	-3.9494181577171	0.187295105951993	-2.38659707232398	0.0408550017256767	"buffering"
"RP11-150O12.4"	"RP11-150O12.4"	-0.824664343490048	0.00375934453618684	-0.627857068930664	0.00182852451608812	-0.172623432745304	0.606093069145613	-0.346599888845872	0.091799300390239	"abundance"
"RP11-150O12.5"	"RP11-150O12.5"	0.551564323131158	0.00550825406584614	0.550059424836135	0.00551889985485512	0.22733478989273	0.436009235856872	-0.0891909225591201	0.563378103782653	"abundance"
"RP11-151A6.4"	"RP11-151A6.4"	-0.164136519038508	0.074738506667347	-0.28351905850262	0.0159569887052112	-0.336335823889875	0.21069458537039	-0.491582266042281	0.0516996845538336	"abundance"
"RP11-151F5.2"	"RP11-151F5.2"	-0.298370910945053	0.0145064141029758	-0.231292040152838	0.0342624926770635	-0.247640667470682	0.322602457550522	-0.017952493577007	0.919310620362667	"abundance"
"RP11-151H2.1"	"RP11-151H2.1"	-0.262922620409303	0.140415304229729	-0.0657860611636938	0.723164603141859	-0.266839517495669	0.424086641984197	-0.0892748475115466	0.776478672119859	"background"
"RP11-151N17.1"	"RP11-151N17.1"	0.12753120285423	0.352970147739486	0.0508414731870206	0.737727223550219	0.0975040898188624	0.695523895779839	-0.0617776190886765	0.728670730539948	"background"
"RP11-152C17.1"	"RP11-152C17.1"	0.159654536450269	0.422805537331145	0.318405994338702	0.297842496029305	0.202166866713663	0.620438823444287	0.371746368731507	0.400606772891039	"background"
"RP11-152F13.10"	"RP11-152F13.10"	-0.186103334899592	0.0516109911327146	-0.126902213527228	0.0478191406828508	-0.212431862018695	0.377299929150973	-0.133475248611662	0.279129924736313	"abundance"
"RP11-152F13.7"	"RP11-152F13.7"	-0.458066566981574	0.0495772633182772	-0.638814072834646	0.00235696819645968	-1.17914242172703	0.128365213545877	-0.696839491732333	0.0466827752398116	"abundance"
"RP11-152F13.8"	"RP11-152F13.8"	-0.535105187186723	0.00407093496047998	-0.525739497556555	0.00244260220928034	-0.611417910220507	0.121458945651749	-0.872621997522643	0.0531154145338562	"abundance"
"RP11-152H18.3"	"RP11-152H18.3"	0.458906483558439	0.00729149725516812	0.444688838439047	0.00382446916354116	-0.0487174125449421	0.829489075133324	0.0588197713779621	0.602959394188431	"abundance"
"RP11-152P17.2"	"RP11-152P17.2"	-0.26271094034454	0.451092263586575	0.0895713546626162	0.77410769304418	-0.251879473269002	0.668432895595591	0.0635956086403175	0.891543525421357	"background"
"RP11-153F1.2"	"RP11-153F1.2"	0.135672799786587	0.328306727220182	-0.163928639700566	0.0734797130859088	0.148418000782859	0.654379866574767	-0.166524877148101	0.281429958878523	"background"
"RP11-153F5.3"	"RP11-153F5.3"	-0.414740613251825	0.00626752617458016	-0.530499343560637	0.00202825932782913	0.0468061723148345	0.890943438510566	-0.236595280566671	0.19824630163606	"abundance"
"RP11-153K16.1"	"RP11-153K16.1"	0.147420950490034	0.0752490436190573	0.134579276316158	0.0563658471682828	0.181834564473816	0.422351298935519	0.203850702242704	0.183182431281748	"abundance"
"RP11-154B12.3"	"RP11-154B12.3"	-0.553778409464856	0.182711323921657	-0.418247823615088	0.00403506437580768	-1.17397214849164	0.310929508736712	-0.429463889282467	0.067666789721916	"background"
"RP11-154D3.1"	"RP11-154D3.1"	-1.07329092450834	0.0363863422971409	-1.07422141210314	0.00419945240554798	0.994312159391092	0.332514338621615	-0.670396236497795	0.068762390851365	"abundance"
"RP11-154D9.1"	"RP11-154D9.1"	-0.123369665504581	0.249637491408802	-0.334666217137349	0.0207548530270887	0.108281565667257	0.696146344173921	-0.240020807257589	0.172776213633334	"background"
"RP11-154H12.2"	"RP11-154H12.2"	0.509036473243643	0.00514340810520949	0.524921364351473	0.00224274232490136	0.823743777914697	0.199995759273091	0.7027257615207	0.0862457174027398	"abundance"
"RP11-155G15.3"	"RP11-155G15.3"	0.266393312175696	0.0197322329706994	0.231082536857291	0.0125444797620668	-0.00519831439419338	0.985090939488605	0.0286024743683377	0.81481061456419	"abundance"
"RP11-155O18.6"	"RP11-155O18.6"	-0.260350881345057	0.0775514817055185	-0.0191334856207286	0.789091519729921	-0.238183866959655	0.373782196649584	0.0603157188381598	0.638487982233863	"background"
"RP11-156G14.6"	"RP11-156G14.6"	-0.0817197135415677	0.889306445400724	0.663762304755009	0.0291951761161652	0.0431471800773564	0.975744200531588	0.661619597586288	0.121262960076662	"buffering"
"RP11-156K13.2"	"RP11-156K13.2"	0.303713153767888	0.0153675685458467	0.270997299324595	0.00692866463162909	-0.0374920822533484	0.880663073438505	0.162043414555157	0.224683786019584	"abundance"
"RP11-156L14.1"	"RP11-156L14.1"	-0.446533731783077	0.00771395853855784	-0.447425595236172	0.00248078422591799	-0.924664495215186	0.121368026018952	-0.550459769718479	0.0546823166177625	"abundance"
"RP11-156P1.2"	"RP11-156P1.2"	1.38572307147039	0.0702072261040403	0.217515893191915	0.518245551025936	1.19067910540306	0.269172672065082	-0.147844899288385	0.803580489714263	"background"
"RP11-157B13.1"	"RP11-157B13.1"	0.18125307882397	0.235045577199444	0.222306807601188	0.173525933199942	0.0392719469066103	0.895631984716593	0.0806445194923162	0.653966949353844	"background"
"RP11-157B13.3"	"RP11-157B13.3"	0.42354569034039	0.103560937471051	-0.0791209789584975	0.684585273942696	0.391743197556302	0.354333258031862	0.0532094842186868	0.860090000801537	"background"
"RP11-157E16.1"	"RP11-157E16.1"	-0.661594376582146	0.0816392163945862	-0.597582376781736	0.0461210056416933	-1.32201281157295	0.101618084311653	-0.983816175862704	0.0712123714782689	"abundance"
"RP11-157G21.2"	"RP11-157G21.2"	-0.648249866797887	0.004439113348576	-0.831297406177584	0.00223464846018796	-0.225132757746771	0.496206017017682	-0.327233689760087	0.363181290932222	"abundance"
"RP11-157I4.4"	"RP11-157I4.4"	0.101777870327755	0.469560827856978	0.0212355710326229	0.747404681064723	0.0640455939258171	0.813249682290426	-0.00352967610869381	0.978482272733076	"background"
"RP11-157L10.1"	"RP11-157L10.1"	-0.00641469947500628	0.952348970090377	-0.0541663817222711	0.526660675540017	0.010542888676691	0.971309157143504	-0.0524933346290393	0.719325225093981	"background"
"RP11-157L3.1"	"RP11-157L3.1"	-0.29782587051744	0.0530412095876462	-0.186551188642481	0.030685432774149	-0.401054362888773	0.245364971262127	-0.212095822989514	0.170439768549886	"abundance"
"RP11-157L3.2"	"RP11-157L3.2"	0.911675041943463	0.0056774982118482	0.656233230002551	0.0111995132501311	0.38340398484307	0.29477156179481	-0.182519000004854	0.403793473530076	"abundance"
"RP11-157L3.3"	"RP11-157L3.3"	-0.5370730111698	0.0489342875629309	-0.763378669126699	0.0185202237297316	-0.974045757876889	0.177446191916585	-1.08994354483393	0.0648059430255066	"abundance"
"RP11-157L3.6"	"RP11-157L3.6"	-0.16072475558776	0.550323276878481	-0.321135431621778	0.223523261603719	-0.327738762232674	0.501332933936255	-0.396414636676599	0.26478182676725	"background"
"RP11-157N3.1"	"RP11-157N3.1"	0.587844029674517	0.00702604569954777	0.565986512476498	0.00281324950294565	0.228162307578438	0.533453350880423	0.40263732239544	0.0969617110586481	"abundance"
"RP11-158C21.3"	"RP11-158C21.3"	-0.0444935534888973	0.703191247833125	0.173478825828076	0.0404259166300438	-0.245988421630089	0.374879122367221	0.183525366213608	0.198724879693516	"background"
"RP11-158D1.1"	"RP11-158D1.1"	0.413443827187718	0.005829832916634	0.247244478397103	0.0105103644342279	0.468469602287605	0.153705066263505	0.397531678740901	0.0797707987863573	"abundance"
"RP11-158I9.5"	"RP11-158I9.5"	0.699654608501516	0.0843997606205441	1.01152688675128	0.00224274232490136	0.578861877875241	0.71813942607969	1.00375658304381	0.0503353344524995	"abundance"
"RP11-158I9.7"	"RP11-158I9.7"	-0.44652934244965	0.00633311135775496	-0.626864359420566	0.00439142968948827	-0.292561357380596	0.372027536264604	-0.139516596352004	0.718789867044909	"abundance"
"RP11-158K1.3"	"RP11-158K1.3"	0.614759104099227	0.00453987176293714	0.5135312771468	0.00394360573252421	0.162488569820673	0.517067718354951	-0.079923362127321	0.66061975366705	"abundance"
"RP11-158L12.2"	"RP11-158L12.2"	-0.239664440257242	0.0382520024566642	-0.403956502775146	0.00472246719970333	0.147812683464152	0.532815574870045	-0.235650171365233	0.133574755564105	"abundance"
"RP11-158L12.5"	"RP11-158L12.5"	-0.119250277040749	0.167503828076458	-0.152784920010971	0.0881759369343009	-0.207747301149908	0.37701857927391	-0.269229952360491	0.116702490649467	"background"
"RP11-158M2.2"	"RP11-158M2.2"	-0.706382777596432	0.00407093496047998	-0.389944473101568	0.00587720887531566	-0.711202821270514	0.144252327018339	-0.396439779631259	0.17270485597523	"translation"
"RP11-158M2.4"	"RP11-158M2.4"	0.42598942469378	0.00655153288273781	0.437774329890985	0.00323704582259517	0.0747405736621047	0.752090813103749	0.0800502381294903	0.558123292079206	"abundance"
"RP11-158N24.1"	"RP11-158N24.1"	-1.24600491618842	0.00357629289679827	-1.08656641795865	0.00172774828768361	0.829020931332747	0.0907830199807796	-0.468398292647533	0.055273371712507	"abundance"
"RP11-159C21.4"	"RP11-159C21.4"	0.155569882210342	0.123740348250927	0.0561215860032096	0.505542727347347	0.128259681864718	0.577031430473435	-0.0420542938799064	0.78167364755771	"background"
"RP11-159D12.2"	"RP11-159D12.2"	-0.230543723750747	0.725764700720853	-0.283487812540653	0.390645516356791	-0.0966241316969263	0.936344709772338	-0.256320522594001	0.572495555748981	"background"
"RP11-159D12.5"	"RP11-159D12.5"	0.380736274437237	0.0350932835714014	0.390150365632091	0.0309833463148527	0.341200999222018	0.40768400183188	0.346516471743097	0.221258894574687	"abundance"
"RP11-159D23.2"	"RP11-159D23.2"	-0.997860386668577	0.00422387640698425	-0.660324315781421	0.00891215118304253	-0.645262122725718	0.271431970861878	0.0333571126493171	0.916251453995736	"abundance"
"RP11-159F24.2"	"RP11-159F24.2"	0.00144591397102634	0.989457722036854	-0.195812890254	0.0600630424633659	0.0550044098753615	0.851107211131457	-0.1960647694882	0.228793354953325	"background"
"RP11-159F24.6"	"RP11-159F24.6"	-0.815645998769588	0.00432144216320351	-0.814149091462585	0.00176161704417897	-0.6805896163675	0.387897389177205	-0.769769420857031	0.0562698441034769	"abundance"
"RP11-159G9.5"	"RP11-159G9.5"	0.156807668488572	0.124674660922865	0.129612920789993	0.0863569957709091	0.00136438419397145	0.99616733542809	0.0424660160123751	0.716450601720241	"abundance"
"RP11-159H10.3"	"RP11-159H10.3"	0.392138724875508	0.01698938998496	0.267364148181947	0.0304513259909422	0.183158150553218	0.521682358419983	0.000967080040663149	0.996008673505194	"abundance"
"RP11-159H20.1"	"RP11-159H20.1"	-0.0443071841338556	0.672443168862248	-0.0803881349458457	0.29228869365406	0.0354078843832779	0.892663468410779	-0.0588214979299733	0.631909204341803	"background"
"RP11-159H20.2"	"RP11-159H20.2"	0.00837788165604714	0.934562410665403	-0.115414504919831	0.122326220356248	0.0419051183901056	0.873851292133354	-0.116388078767351	0.371354287977722	"background"
"RP11-159H20.3"	"RP11-159H20.3"	-0.417145614974801	0.0104190981090267	0.030195880773687	0.871472975235268	-0.406855256197733	0.163522149552326	-1.07365202670118	0.037255450307249	"background"
"RP11-159K7.2"	"RP11-159K7.2"	0.104382720315518	0.288438069310191	-0.0485037603194796	0.551835293256492	0.149504850506586	0.498977574312828	-0.138737449995014	0.281799654860754	"background"
"RP11-159L8.2"	"RP11-159L8.2"	-0.416867653040119	0.00868502062791761	-0.227666247476304	0.024517327909756	-0.488138111045436	0.152552930521292	-0.34935921795338	0.10656555449381	"abundance"
"RP11-159N11.3"	"RP11-159N11.3"	-1.08020178194494	0.0117489360472203	-0.407652709711783	0.160232225915855	-1.08932175800114	0.137761594023909	-0.437389506427842	0.453802627245453	"translation"
"RP11-15A1.2"	"RP11-15A1.2"	0.27680354919215	0.0195896688897911	0.154658776751277	0.0347791232323741	0.289906011163792	0.296802518938588	0.163561954615599	0.275162618982908	"abundance"
"RP11-15A1.7"	"RP11-15A1.7"	-0.122755347445105	0.692249772124975	-0.0763586515353558	0.421305800910795	0.146846228212635	0.560829232750084	-0.0442270410093761	0.69980224986814	"background"
"RP11-15B17.1"	"RP11-15B17.1"	0.054512246188158	0.890682466443136	-0.389320916177212	0.335461351043239	0.388409092643717	0.334848928191909	-0.440446440043353	0.17489901428422	"background"
"RP11-15B24.2"	"RP11-15B24.2"	-0.937514690184528	0.0320073103748946	-0.890239711914979	0.0137430225685296	0.0773885195946802	0.870226630739803	-0.352784813443815	0.258331413860649	"abundance"
"RP11-15B24.3"	"RP11-15B24.3"	0.534790772129327	0.0201056290589942	0.837875445512729	0.00674845779682639	-0.199277036054138	0.387437308657991	0.239238740289738	0.127326491095243	"abundance"
"RP11-15E18.2"	"RP11-15E18.2"	-0.329129139476665	0.0140463743965008	0.0340268899688274	0.569331652028512	-0.34041100525423	0.220852897894593	0.101546660586618	0.558123292079206	"background"
"RP11-15F12.1"	"RP11-15F12.1"	0.117441937205673	0.215443712810156	-0.0724109514661113	0.282178318573019	0.156464606737416	0.510618425423502	-0.10672333466732	0.411717032840702	"background"
"RP11-15H20.2"	"RP11-15H20.2"	-0.636499478257686	0.00407093496047998	-0.677279424528616	0.00172774828768361	0.592669746948692	0.16537877397499	-0.522703376088548	0.0504576142001648	"abundance"
"RP11-15H20.3"	"RP11-15H20.3"	-0.477800120640113	0.00722047862966398	-0.451940537798882	0.00239970703143333	0.530386467755596	0.153756706961778	-0.285340018914547	0.0974214524273649	"abundance"
"RP11-15H7.2"	"RP11-15H7.2"	0.461716147293046	0.00522895828404265	0.416951738857559	0.00478919486813482	0.409867439259131	0.203737962832765	0.265816617087344	0.374022708051301	"abundance"
"RP11-15I11.2"	"RP11-15I11.2"	-0.317579570013026	0.0443705837334725	-0.374137729221891	0.0164057200871673	-0.0961146415028415	0.74559250014517	-0.23302626655043	0.246376664213468	"abundance"
"RP11-15J10.1"	"RP11-15J10.1"	-0.0153105659138699	0.905624026231701	-0.0774551078192278	0.222580145700123	-0.0370325123280484	0.909546289799228	-0.0779875257263596	0.51767939958706	"background"
"RP11-15J10.3"	"RP11-15J10.3"	0.242662674398561	0.0343003009002662	0.202926209851974	0.0214875356053712	0.202909559395851	0.480775896864309	0.180490819772352	0.268451676227663	"abundance"
"RP11-15J10.8"	"RP11-15J10.8"	-0.812756813527007	0.00446350446326789	-0.850328865320687	0.00222983840366066	-0.445198496840486	0.20755172253256	-0.595568159318567	0.0648059430255066	"abundance"
"RP11-15J10.9"	"RP11-15J10.9"	0.485679352273843	0.00551924253719112	0.33880434276963	0.00778867216047557	0.207888756980641	0.387375991887411	-0.161979544808477	0.396115403181125	"abundance"
"RP11-15L13.4"	"RP11-15L13.4"	-1.31815087404923	0.0305706528527161	-1.05768250700819	0.0186479669420445	0.200547272947702	0.580783761435425	-0.183019145966382	0.337145259734997	"abundance"
"RP11-15M15.2"	"RP11-15M15.2"	-0.35753831563278	0.0351439132834977	-0.385441171520564	0.0120409371520362	-0.129921640897527	0.790478690702556	-0.267708966553425	0.245978135141929	"abundance"
"RP11-160A9.3"	"RP11-160A9.3"	-0.0962640930000056	0.250939247831097	-0.0183039895707751	0.851686484398423	-0.0901440779432106	0.681351654416367	0.0815842785908165	0.621562923629329	"background"
"RP11-160C18.2"	"RP11-160C18.2"	0.603650739595453	0.0118807967691587	0.462697378955864	0.0138837325105994	0.91981063000586	0.107514384459004	0.771939939458168	0.084845135418962	"abundance"
"RP11-160C18.4"	"RP11-160C18.4"	-0.186746366463551	0.225577886174941	-0.198844524395692	0.0499033514395748	-0.00428323350141291	0.992877724671041	-0.158572603105202	0.30116015712785	"background"
"RP11-160E2.19"	"RP11-160E2.19"	-0.179629223352354	0.0889131490840037	-0.24735235291313	0.0531055783682235	-0.347515809765673	0.20056158683563	-0.500646642255854	0.0503884855385797	"abundance"
"RP11-160E2.21"	"RP11-160E2.21"	0.0125260868596402	0.974517418465419	0.103532232081448	0.809787839989446	0.0346681197242391	0.96234966782976	0.106944477042759	0.856191193669534	"background"
"RP11-160H12.3"	"RP11-160H12.3"	-0.165977611353771	0.229042353067591	-0.314207415849305	0.0166597624137843	0.340651483363903	0.217246770151608	-0.215812847206164	0.140921580200854	"background"
"RP11-160N1.10"	"RP11-160N1.10"	-0.674985622745973	0.226906209509679	-0.47450185736497	0.1572569833027	-0.898872851050675	0.370971507558758	-0.581005223580004	0.263131473752695	"background"
"RP11-161D15.1"	"RP11-161D15.1"	-0.443500806055764	0.00855575391674273	-0.527413323425294	0.00254043736573969	0.182127932851651	0.486141262079234	-0.244151644225019	0.130157845380468	"abundance"
"RP11-161D15.2"	"RP11-161D15.2"	-0.351048873693579	0.0141093024244388	-0.309018791803171	0.0075853665974176	-0.344259937454638	0.30322453990181	-0.305252187839509	0.112719135506	"abundance"
"RP11-161I10.1"	"RP11-161I10.1"	-0.034459232614602	0.81812600784246	0.0286969578286319	0.885110752637478	-0.0435351540445357	0.888818106497435	0.0506424437250277	0.846763609732888	"background"
"RP11-161M6.2"	"RP11-161M6.2"	0.692513063816642	0.0924900986257634	0.832718637179165	0.0578991799481528	1.19066327698158	0.208305140033528	1.25403105381792	0.122213683438977	"abundance"
"RP11-161M6.3"	"RP11-161M6.3"	0.223676880095043	0.024508125680575	0.190342038100872	0.0219839892116617	0.191194188533581	0.429280901166383	0.0962533095631541	0.471482766708089	"abundance"
"RP11-162D16.2"	"RP11-162D16.2"	-0.176520706059971	0.0789497399499901	-0.0866541210855569	0.141448397985535	-0.299529814140907	0.255427046194466	-0.140487292303101	0.272264500992027	"abundance"
"RP11-162D9.3"	"RP11-162D9.3"	0.764700126088413	0.00868979295520865	0.594598280461592	0.00570438843730595	0.271442247729816	0.612294025137023	0.296748808543713	0.246705383596358	"abundance"
"RP11-162G10.5"	"RP11-162G10.5"	0.16724089571581	0.105998326506613	0.082803159923051	0.248672008756458	0.0877715624052824	0.6930185648917	-0.0221030177127179	0.856947508714616	"background"
"RP11-162J8.2"	"RP11-162J8.2"	0.0899965354072121	0.5170872175859	-0.211962842992136	0.0179150820450356	0.752867744025874	0.131220010552626	-0.232902161863032	0.126159059752366	"buffering"
"RP11-162K6.1"	"RP11-162K6.1"	0.246789367755613	0.0827888273777705	-0.202963889439695	0.110124010107893	0.106652976291241	0.662705538556862	-0.0296962739715882	0.871530241956258	"background"
"RP11-162O12.2"	"RP11-162O12.2"	0.0242232730301777	0.762329010424518	-0.140169603369968	0.22068729654714	-0.0226138730226229	0.925195237100036	-0.103594149287176	0.476498111631646	"background"
"RP11-163F15.1"	"RP11-163F15.1"	0.107512591702527	0.298036842207401	0.0317190053331515	0.803190905469415	0.0952798635136549	0.683161899417515	-0.0649892145142559	0.70759864207198	"background"
"RP11-163M18.1"	"RP11-163M18.1"	-0.134726679670884	0.795396235670319	0.272372164725561	0.32700001334321	-0.381469162704804	0.636693571293412	0.306571830877616	0.387957741238079	"background"
"RP11-163O19.1"	"RP11-163O19.1"	0.0948538480661827	0.654412079636345	-0.107369281507478	0.22112216501414	0.26748510451978	0.462735126895507	-0.125218229299836	0.371677504966524	"background"
"RP11-163O19.11"	"RP11-163O19.11"	-0.532895799949519	0.044493934205334	-0.118681244807739	0.408805358277073	-0.369574477873945	0.193357401398184	0.254070003019507	0.124200352843893	"buffering"
"RP11-163O19.3"	"RP11-163O19.3"	-0.147082758047882	0.434644516951731	0.0349207090123147	0.666425564438037	-0.166160430804595	0.634744392743198	0.0464281839914099	0.74588344216311	"background"
"RP11-164H5.1"	"RP11-164H5.1"	0.158677969711311	0.620927389051311	-0.0147039504551425	0.965801474765033	0.16006485850577	0.775217866408658	-0.030045857346403	0.951590464027591	"background"
"RP11-164N20.2"	"RP11-164N20.2"	-0.349245663591132	0.180234590278195	-0.429373901285625	0.0910602703881605	-0.0816038326747845	0.85894984199963	-0.248589422224165	0.433126413486232	"background"
"RP11-165E7.1"	"RP11-165E7.1"	0.767503159286797	0.0115545746130545	0.758477447181676	0.0022452620399187	-0.593691802650562	0.422580262001807	0.497369620771184	0.0786415707933104	"abundance"
"RP11-165F24.2"	"RP11-165F24.2"	0.324944488157281	0.0449901126161499	0.130790050652872	0.238380244215714	0.19155514538512	0.41141001536656	-0.144638203580937	0.295335515895892	"background"
"RP11-165F24.3"	"RP11-165F24.3"	-0.543993147749948	0.00797902573112864	-0.307833645071424	0.0113131530884828	-0.125330367324832	0.617325863290814	0.00121324290477798	0.992174704853775	"abundance"
"RP11-165H23.1"	"RP11-165H23.1"	-0.538447396408284	0.00427683070049525	-0.475043494050311	0.00223464846018796	-0.152566341428237	0.717428740126594	-0.258941871443029	0.176457593182185	"abundance"
"RP11-165J3.5"	"RP11-165J3.5"	0.204338200455277	0.0360593404784742	0.0724472659375843	0.247034845644952	0.198547835144918	0.393301003710888	0.0458023926950997	0.734847597751573	"background"
"RP11-165J3.6"	"RP11-165J3.6"	0.746684099619686	0.0835074360843671	0.56248169016782	0.0766124808762037	1.47654726321889	0.0613803472218508	1.0818948483427	0.0410990275263919	"abundance"
"RP11-166B2.1"	"RP11-166B2.1"	-1.1643944849378	0.0209161549809129	-0.715509256772568	0.0301531697292087	-1.70967770204895	0.174022063836151	-1.1653962892852	0.128347203681282	"abundance"
"RP11-166B2.3"	"RP11-166B2.3"	-0.754144330455563	0.0383750002805028	-0.822314320721231	0.00749548338717323	0.242501171246644	0.796124516713734	-0.492068727384032	0.169851559958475	"abundance"
"RP11-166B2.5"	"RP11-166B2.5"	-0.648179141366906	0.410163000112762	-0.390621543245123	0.0118316278580517	-4.3322486705407	0.0329379368905963	-0.453487981713409	0.0556964193355572	"background"
"RP11-166D18.1"	"RP11-166D18.1"	-0.19590385791045	0.47233533295795	-1.03395463679251	0.0137043753426354	-1.20306541433317	0.0724873655830373	-1.20823280511162	0.037255450307249	"buffering"
"RP11-166N17.3"	"RP11-166N17.3"	-0.654457250739273	0.0245505754490856	-0.469289307925371	0.134905817535474	-0.432116891986667	0.270662248360929	0.223354444841161	0.568823229713794	"abundance"
"RP11-166N6.2"	"RP11-166N6.2"	0.326012792268106	0.0108996720950992	0.209395602063849	0.0322239301914772	0.42464015367756	0.156287653337985	0.641837280238484	0.0885418743434282	"abundance"
"RP11-166O4.6"	"RP11-166O4.6"	0.257273749433013	0.118996637669226	0.204345331356093	0.136167390561995	0.177115706364238	0.607172274008836	0.12693810385751	0.509347949534239	"abundance"
"RP11-167H9.1"	"RP11-167H9.1"	-0.75200171447671	0.00423851437278903	-0.599442877489556	0.0036009241605824	-0.278030269634329	0.464534182413265	-0.0416305143962923	0.849378162808463	"abundance"
"RP11-167H9.4"	"RP11-167H9.4"	-1.29378380334083	0.00357629289679827	-1.43054206985173	0.00172774828768361	-0.447213180980623	0.328859633973916	0.146056857278	0.604050373084958	"abundance"
"RP11-167N24.3"	"RP11-167N24.3"	0.0113718580812829	0.941016138843127	-0.118742959061361	0.13666032091123	0.0709095821191816	0.855613392211364	-0.119708471161116	0.376091216412275	"background"
"RP11-167N4.2"	"RP11-167N4.2"	-0.25491927163612	0.049564746922262	-0.0719555705489761	0.489725276773713	-0.235061601718303	0.368483238321674	0.0339785685600116	0.857990040834898	"background"
